v-sweep,v-sweep_1,Vin,Iout,Vout,Vref
0.478,0.478,0.478,-9.11361E-07,0.9,0.9
0.479,0.479,0.479,-9.11361E-07,0.9,0.9
0.48,0.48,0.48,-9.1136E-07,0.9,0.9
0.481,0.481,0.481,-9.1136E-07,0.9,0.9
0.482,0.482,0.482,-9.11359E-07,0.9,0.9
0.483,0.483,0.483,-9.11359E-07,0.9,0.9
0.484,0.484,0.484,-9.11358E-07,0.9,0.9
0.485,0.485,0.485,-9.11358E-07,0.9,0.9
0.486,0.486,0.486,-9.11357E-07,0.9,0.9
0.487,0.487,0.487,-9.11356E-07,0.9,0.9
0.488,0.488,0.488,-9.11356E-07,0.9,0.9
0.489,0.489,0.489,-9.11355E-07,0.9,0.9
0.49,0.49,0.49,-9.11354E-07,0.9,0.9
0.491,0.491,0.491,-9.11354E-07,0.9,0.9
0.492,0.492,0.492,-9.11353E-07,0.9,0.9
0.493,0.493,0.493,-9.11352E-07,0.9,0.9
0.494,0.494,0.494,-9.11351E-07,0.9,0.9
0.495,0.495,0.495,-9.11351E-07,0.9,0.9
0.496,0.496,0.496,-9.1135E-07,0.9,0.9
0.497,0.497,0.497,-9.11349E-07,0.9,0.9
0.498,0.498,0.498,-9.11348E-07,0.9,0.9
0.499,0.499,0.499,-9.11347E-07,0.9,0.9
0.5,0.5,0.5,-9.11346E-07,0.9,0.9
0.501,0.501,0.501,-9.11346E-07,0.9,0.9
0.502,0.502,0.502,-9.11345E-07,0.9,0.9
0.503,0.503,0.503,-9.11344E-07,0.9,0.9
0.504,0.504,0.504,-9.11343E-07,0.9,0.9
0.505,0.505,0.505,-9.11342E-07,0.9,0.9
0.506,0.506,0.506,-9.11341E-07,0.9,0.9
0.507,0.507,0.507,-9.11339E-07,0.9,0.9
0.508,0.508,0.508,-9.11338E-07,0.9,0.9
0.509,0.509,0.509,-9.11337E-07,0.9,0.9
0.51,0.51,0.51,-9.11336E-07,0.9,0.9
0.511,0.511,0.511,-9.11335E-07,0.9,0.9
0.512,0.512,0.512,-9.11333E-07,0.9,0.9
0.513,0.513,0.513,-9.11332E-07,0.9,0.9
0.514,0.514,0.514,-9.11331E-07,0.9,0.9
0.515,0.515,0.515,-9.11329E-07,0.9,0.9
0.516,0.516,0.516,-9.11328E-07,0.9,0.9
0.517,0.517,0.517,-9.11327E-07,0.9,0.9
0.518,0.518,0.518,-9.11325E-07,0.9,0.9
0.519,0.519,0.519,-9.11324E-07,0.9,0.9
0.52,0.52,0.52,-9.11322E-07,0.9,0.9
0.521,0.521,0.521,-9.1132E-07,0.9,0.9
0.522,0.522,0.522,-9.11319E-07,0.9,0.9
0.523,0.523,0.523,-9.11317E-07,0.9,0.9
0.524,0.524,0.524,-9.11315E-07,0.9,0.9
0.525,0.525,0.525,-9.11314E-07,0.9,0.9
0.526,0.526,0.526,-9.11312E-07,0.9,0.9
0.527,0.527,0.527,-9.1131E-07,0.9,0.9
0.528,0.528,0.528,-9.11308E-07,0.9,0.9
0.529,0.529,0.529,-9.11306E-07,0.9,0.9
0.53,0.53,0.53,-9.11304E-07,0.9,0.9
0.531,0.531,0.531,-9.11301E-07,0.9,0.9
0.532,0.532,0.532,-9.11299E-07,0.9,0.9
0.533,0.533,0.533,-9.11297E-07,0.9,0.9
0.534,0.534,0.534,-9.11295E-07,0.9,0.9
0.535,0.535,0.535,-9.11292E-07,0.9,0.9
0.536,0.536,0.536,-9.1129E-07,0.9,0.9
0.537,0.537,0.537,-9.11287E-07,0.9,0.9
0.538,0.538,0.538,-9.11285E-07,0.9,0.9
0.539,0.539,0.539,-9.11282E-07,0.9,0.9
0.54,0.54,0.54,-9.11279E-07,0.9,0.9
0.541,0.541,0.541,-9.11276E-07,0.9,0.9
0.542,0.542,0.542,-9.11274E-07,0.9,0.9
0.543,0.543,0.543,-9.11271E-07,0.9,0.9
0.544,0.544,0.544,-9.11267E-07,0.9,0.9
0.545,0.545,0.545,-9.11264E-07,0.9,0.9
0.546,0.546,0.546,-9.11261E-07,0.9,0.9
0.547,0.547,0.547,-9.11258E-07,0.9,0.9
0.548,0.548,0.548,-9.11254E-07,0.9,0.9
0.549,0.549,0.549,-9.11251E-07,0.9,0.9
0.55,0.55,0.55,-9.11247E-07,0.9,0.9
0.551,0.551,0.551,-9.11243E-07,0.9,0.9
0.552,0.552,0.552,-9.11239E-07,0.9,0.9
0.553,0.553,0.553,-9.11235E-07,0.9,0.9
0.554,0.554,0.554,-9.11231E-07,0.9,0.9
0.555,0.555,0.555,-9.11227E-07,0.9,0.9
0.556,0.556,0.556,-9.11223E-07,0.9,0.9
0.557,0.557,0.557,-9.11218E-07,0.9,0.9
0.558,0.558,0.558,-9.11214E-07,0.9,0.9
0.559,0.559,0.559,-9.11209E-07,0.9,0.9
0.56,0.56,0.56,-9.11204E-07,0.9,0.9
0.561,0.561,0.561,-9.11199E-07,0.9,0.9
0.562,0.562,0.562,-9.11194E-07,0.9,0.9
0.563,0.563,0.563,-9.11189E-07,0.9,0.9
0.564,0.564,0.564,-9.11184E-07,0.9,0.9
0.565,0.565,0.565,-9.11178E-07,0.9,0.9
0.566,0.566,0.566,-9.11172E-07,0.9,0.9
0.567,0.567,0.567,-9.11166E-07,0.9,0.9
0.568,0.568,0.568,-9.1116E-07,0.9,0.9
0.569,0.569,0.569,-9.11154E-07,0.9,0.9
0.57,0.57,0.57,-9.11148E-07,0.9,0.9
0.571,0.571,0.571,-9.11141E-07,0.9,0.9
0.572,0.572,0.572,-9.11134E-07,0.9,0.9
0.573,0.573,0.573,-9.11127E-07,0.9,0.9
0.574,0.574,0.574,-9.1112E-07,0.9,0.9
0.575,0.575,0.575,-9.11113E-07,0.9,0.9
0.576,0.576,0.576,-9.11105E-07,0.9,0.9
0.577,0.577,0.577,-9.11098E-07,0.9,0.9
0.578,0.578,0.578,-9.1109E-07,0.9,0.9
0.579,0.579,0.579,-9.11081E-07,0.9,0.9
0.58,0.58,0.58,-9.11073E-07,0.9,0.9
0.581,0.581,0.581,-9.11064E-07,0.9,0.9
0.582,0.582,0.582,-9.11055E-07,0.9,0.9
0.583,0.583,0.583,-9.11046E-07,0.9,0.9
0.584,0.584,0.584,-9.11036E-07,0.9,0.9
0.585,0.585,0.585,-9.11027E-07,0.9,0.9
0.586,0.586,0.586,-9.11017E-07,0.9,0.9
0.587,0.587,0.587,-9.11006E-07,0.9,0.9
0.588,0.588,0.588,-9.10996E-07,0.9,0.9
0.589,0.589,0.589,-9.10985E-07,0.9,0.9
0.59,0.59,0.59,-9.10974E-07,0.9,0.9
0.591,0.591,0.591,-9.10962E-07,0.9,0.9
0.592,0.592,0.592,-9.1095E-07,0.9,0.9
0.593,0.593,0.593,-9.10938E-07,0.9,0.9
0.594,0.594,0.594,-9.10926E-07,0.9,0.9
0.595,0.595,0.595,-9.10913E-07,0.9,0.9
0.596,0.596,0.596,-9.10899E-07,0.9,0.9
0.597,0.597,0.597,-9.10886E-07,0.9,0.9
0.598,0.598,0.598,-9.10872E-07,0.9,0.9
0.599,0.599,0.599,-9.10857E-07,0.9,0.9
0.6,0.6,0.6,-9.10842E-07,0.9,0.9
0.601,0.601,0.601,-9.10827E-07,0.9,0.9
0.602,0.602,0.602,-9.10811E-07,0.9,0.9
0.603,0.603,0.603,-9.10795E-07,0.9,0.9
0.604,0.604,0.604,-9.10779E-07,0.9,0.9
0.605,0.605,0.605,-9.10762E-07,0.9,0.9
0.606,0.606,0.606,-9.10744E-07,0.9,0.9
0.607,0.607,0.607,-9.10726E-07,0.9,0.9
0.608,0.608,0.608,-9.10708E-07,0.9,0.9
0.609,0.609,0.609,-9.10688E-07,0.9,0.9
0.61,0.61,0.61,-9.10669E-07,0.9,0.9
0.611,0.611,0.611,-9.10649E-07,0.9,0.9
0.612,0.612,0.612,-9.10628E-07,0.9,0.9
0.613,0.613,0.613,-9.10607E-07,0.9,0.9
0.614,0.614,0.614,-9.10585E-07,0.9,0.9
0.615,0.615,0.615,-9.10562E-07,0.9,0.9
0.616,0.616,0.616,-9.10539E-07,0.9,0.9
0.617,0.617,0.617,-9.10515E-07,0.9,0.9
0.618,0.618,0.618,-9.1049E-07,0.9,0.9
0.619,0.619,0.619,-9.10465E-07,0.9,0.9
0.62,0.62,0.62,-9.10439E-07,0.9,0.9
0.621,0.621,0.621,-9.10413E-07,0.9,0.9
0.622,0.622,0.622,-9.10385E-07,0.9,0.9
0.623,0.623,0.623,-9.10357E-07,0.9,0.9
0.624,0.624,0.624,-9.10328E-07,0.9,0.9
0.625,0.625,0.625,-9.10298E-07,0.9,0.9
0.626,0.626,0.626,-9.10267E-07,0.9,0.9
0.627,0.627,0.627,-9.10236E-07,0.9,0.9
0.628,0.628,0.628,-9.10203E-07,0.9,0.9
0.629,0.629,0.629,-9.1017E-07,0.9,0.9
0.63,0.63,0.63,-9.10136E-07,0.9,0.9
0.631,0.631,0.631,-9.101E-07,0.9,0.9
0.632,0.632,0.632,-9.10064E-07,0.9,0.9
0.633,0.633,0.633,-9.10027E-07,0.9,0.9
0.634,0.634,0.634,-9.09988E-07,0.9,0.9
0.635,0.635,0.635,-9.09949E-07,0.9,0.9
0.636,0.636,0.636,-9.09908E-07,0.9,0.9
0.637,0.637,0.637,-9.09867E-07,0.9,0.9
0.638,0.638,0.638,-9.09824E-07,0.9,0.9
0.639,0.639,0.639,-9.0978E-07,0.9,0.9
0.64,0.64,0.64,-9.09734E-07,0.9,0.9
0.641,0.641,0.641,-9.09688E-07,0.9,0.9
0.642,0.642,0.642,-9.0964E-07,0.9,0.9
0.643,0.643,0.643,-9.0959E-07,0.9,0.9
0.644,0.644,0.644,-9.0954E-07,0.9,0.9
0.645,0.645,0.645,-9.09488E-07,0.9,0.9
0.646,0.646,0.646,-9.09434E-07,0.9,0.9
0.647,0.647,0.647,-9.09379E-07,0.9,0.9
0.648,0.648,0.648,-9.09322E-07,0.9,0.9
0.649,0.649,0.649,-9.09264E-07,0.9,0.9
0.65,0.65,0.65,-9.09204E-07,0.9,0.9
0.651,0.651,0.651,-9.09142E-07,0.9,0.9
0.652,0.652,0.652,-9.09079E-07,0.9,0.9
0.653,0.653,0.653,-9.09014E-07,0.9,0.9
0.654,0.654,0.654,-9.08947E-07,0.9,0.9
0.655,0.655,0.655,-9.08878E-07,0.9,0.9
0.656,0.656,0.656,-9.08807E-07,0.9,0.9
0.657,0.657,0.657,-9.08735E-07,0.9,0.9
0.658,0.658,0.658,-9.0866E-07,0.9,0.9
0.659,0.659,0.659,-9.08583E-07,0.9,0.9
0.66,0.66,0.66,-9.08504E-07,0.9,0.9
0.661,0.661,0.661,-9.08422E-07,0.9,0.9
0.662,0.662,0.662,-9.08339E-07,0.9,0.9
0.663,0.663,0.663,-9.08253E-07,0.9,0.9
0.664,0.664,0.664,-9.08165E-07,0.9,0.9
0.665,0.665,0.665,-9.08074E-07,0.9,0.9
0.666,0.666,0.666,-9.0798E-07,0.9,0.9
0.667,0.667,0.667,-9.07884E-07,0.9,0.9
0.668,0.668,0.668,-9.07786E-07,0.9,0.9
0.669,0.669,0.669,-9.07684E-07,0.9,0.9
0.67,0.67,0.67,-9.0758E-07,0.9,0.9
0.671,0.671,0.671,-9.07472E-07,0.9,0.9
0.672,0.672,0.672,-9.07362E-07,0.9,0.9
0.673,0.673,0.673,-9.07249E-07,0.9,0.9
0.674,0.674,0.674,-9.07132E-07,0.9,0.9
0.675,0.675,0.675,-9.07012E-07,0.9,0.9
0.676,0.676,0.676,-9.06889E-07,0.9,0.9
0.677,0.677,0.677,-9.06763E-07,0.9,0.9
0.678,0.678,0.678,-9.06632E-07,0.9,0.9
0.679,0.679,0.679,-9.06499E-07,0.9,0.9
0.68,0.68,0.68,-9.06361E-07,0.9,0.9
0.681,0.681,0.681,-9.0622E-07,0.9,0.9
0.682,0.682,0.682,-9.06074E-07,0.9,0.9
0.683,0.683,0.683,-9.05925E-07,0.9,0.9
0.684,0.684,0.684,-9.05771E-07,0.9,0.9
0.685,0.685,0.685,-9.05613E-07,0.9,0.9
0.686,0.686,0.686,-9.05451E-07,0.9,0.9
0.687,0.687,0.687,-9.05284E-07,0.9,0.9
0.688,0.688,0.688,-9.05113E-07,0.9,0.9
0.689,0.689,0.689,-9.04937E-07,0.9,0.9
0.69,0.69,0.69,-9.04756E-07,0.9,0.9
0.691,0.691,0.691,-9.04569E-07,0.9,0.9
0.692,0.692,0.692,-9.04378E-07,0.9,0.9
0.693,0.693,0.693,-9.04181E-07,0.9,0.9
0.694,0.694,0.694,-9.03979E-07,0.9,0.9
0.695,0.695,0.695,-9.03771E-07,0.9,0.9
0.696,0.696,0.696,-9.03558E-07,0.9,0.9
0.697,0.697,0.697,-9.03338E-07,0.9,0.9
0.698,0.698,0.698,-9.03113E-07,0.9,0.9
0.699,0.699,0.699,-9.02881E-07,0.9,0.9
0.7,0.7,0.7,-9.02643E-07,0.9,0.9
0.701,0.701,0.701,-9.02398E-07,0.9,0.9
0.702,0.702,0.702,-9.02146E-07,0.9,0.9
0.703,0.703,0.703,-9.01888E-07,0.9,0.9
0.704,0.704,0.704,-9.01622E-07,0.9,0.9
0.705,0.705,0.705,-9.01349E-07,0.9,0.9
0.706,0.706,0.706,-9.01068E-07,0.9,0.9
0.707,0.707,0.707,-9.0078E-07,0.9,0.9
0.708,0.708,0.708,-9.00483E-07,0.9,0.9
0.709,0.709,0.709,-9.00179E-07,0.9,0.9
0.71,0.71,0.71,-8.99866E-07,0.9,0.9
0.711,0.711,0.711,-8.99544E-07,0.9,0.9
0.712,0.712,0.712,-8.99214E-07,0.9,0.9
0.713,0.713,0.713,-8.98874E-07,0.9,0.9
0.714,0.714,0.714,-8.98525E-07,0.9,0.9
0.715,0.715,0.715,-8.98167E-07,0.9,0.9
0.716,0.716,0.716,-8.97799E-07,0.9,0.9
0.717,0.717,0.717,-8.9742E-07,0.9,0.9
0.718,0.718,0.718,-8.97032E-07,0.9,0.9
0.719,0.719,0.719,-8.96632E-07,0.9,0.9
0.72,0.72,0.72,-8.96222E-07,0.9,0.9
0.721,0.721,0.721,-8.95801E-07,0.9,0.9
0.722,0.722,0.722,-8.95367E-07,0.9,0.9
0.723,0.723,0.723,-8.94923E-07,0.9,0.9
0.724,0.724,0.724,-8.94466E-07,0.9,0.9
0.725,0.725,0.725,-8.93996E-07,0.9,0.9
0.726,0.726,0.726,-8.93514E-07,0.9,0.9
0.727,0.727,0.727,-8.93019E-07,0.9,0.9
0.728,0.728,0.728,-8.9251E-07,0.9,0.9
0.729,0.729,0.729,-8.91987E-07,0.9,0.9
0.73,0.73,0.73,-8.91451E-07,0.9,0.9
0.731,0.731,0.731,-8.90899E-07,0.9,0.9
0.732,0.732,0.732,-8.90333E-07,0.9,0.9
0.733,0.733,0.733,-8.89752E-07,0.9,0.9
0.734,0.734,0.734,-8.89154E-07,0.9,0.9
0.735,0.735,0.735,-8.88541E-07,0.9,0.9
0.736,0.736,0.736,-8.87911E-07,0.9,0.9
0.737,0.737,0.737,-8.87264E-07,0.9,0.9
0.738,0.738,0.738,-8.866E-07,0.9,0.9
0.739,0.739,0.739,-8.85918E-07,0.9,0.9
0.74,0.74,0.74,-8.85218E-07,0.9,0.9
0.741,0.741,0.741,-8.84499E-07,0.9,0.9
0.742,0.742,0.742,-8.8376E-07,0.9,0.9
0.743,0.743,0.743,-8.83002E-07,0.9,0.9
0.744,0.744,0.744,-8.82224E-07,0.9,0.9
0.745,0.745,0.745,-8.81425E-07,0.9,0.9
0.746,0.746,0.746,-8.80605E-07,0.9,0.9
0.747,0.747,0.747,-8.79763E-07,0.9,0.9
0.748,0.748,0.748,-8.78899E-07,0.9,0.9
0.749,0.749,0.749,-8.78011E-07,0.9,0.9
0.75,0.75,0.75,-8.77101E-07,0.9,0.9
0.751,0.751,0.751,-8.76166E-07,0.9,0.9
0.752,0.752,0.752,-8.75207E-07,0.9,0.9
0.753,0.753,0.753,-8.74222E-07,0.9,0.9
0.754,0.754,0.754,-8.73212E-07,0.9,0.9
0.755,0.755,0.755,-8.72175E-07,0.9,0.9
0.756,0.756,0.756,-8.7111E-07,0.9,0.9
0.757,0.757,0.757,-8.70019E-07,0.9,0.9
0.758,0.758,0.758,-8.68898E-07,0.9,0.9
0.759,0.759,0.759,-8.67749E-07,0.9,0.9
0.76,0.76,0.76,-8.66569E-07,0.9,0.9
0.761,0.761,0.761,-8.65359E-07,0.9,0.9
0.762,0.762,0.762,-8.64118E-07,0.9,0.9
0.763,0.763,0.763,-8.62845E-07,0.9,0.9
0.764,0.764,0.764,-8.61539E-07,0.9,0.9
0.765,0.765,0.765,-8.60199E-07,0.9,0.9
0.766,0.766,0.766,-8.58825E-07,0.9,0.9
0.767,0.767,0.767,-8.57416E-07,0.9,0.9
0.768,0.768,0.768,-8.55971E-07,0.9,0.9
0.769,0.769,0.769,-8.54489E-07,0.9,0.9
0.77,0.77,0.77,-8.52969E-07,0.9,0.9
0.771,0.771,0.771,-8.51411E-07,0.9,0.9
0.772,0.772,0.772,-8.49814E-07,0.9,0.9
0.773,0.773,0.773,-8.48176E-07,0.9,0.9
0.774,0.774,0.774,-8.46497E-07,0.9,0.9
0.775,0.775,0.775,-8.44776E-07,0.9,0.9
0.776,0.776,0.776,-8.43012E-07,0.9,0.9
0.777,0.777,0.777,-8.41204E-07,0.9,0.9
0.778,0.778,0.778,-8.39351E-07,0.9,0.9
0.779,0.779,0.779,-8.37452E-07,0.9,0.9
0.78,0.78,0.78,-8.35506E-07,0.9,0.9
0.781,0.781,0.781,-8.33513E-07,0.9,0.9
0.782,0.782,0.782,-8.3147E-07,0.9,0.9
0.783,0.783,0.783,-8.29378E-07,0.9,0.9
0.784,0.784,0.784,-8.27234E-07,0.9,0.9
0.785,0.785,0.785,-8.25039E-07,0.9,0.9
0.786,0.786,0.786,-8.2279E-07,0.9,0.9
0.787,0.787,0.787,-8.20487E-07,0.9,0.9
0.788,0.788,0.788,-8.18129E-07,0.9,0.9
0.789,0.789,0.789,-8.15714E-07,0.9,0.9
0.79,0.79,0.79,-8.13242E-07,0.9,0.9
0.791,0.791,0.791,-8.10711E-07,0.9,0.9
0.792,0.792,0.792,-8.0812E-07,0.9,0.9
0.793,0.793,0.793,-8.05468E-07,0.9,0.9
0.794,0.794,0.794,-8.02754E-07,0.9,0.9
0.795,0.795,0.795,-7.99977E-07,0.9,0.9
0.796,0.796,0.796,-7.97135E-07,0.9,0.9
0.797,0.797,0.797,-7.94227E-07,0.9,0.9
0.798,0.798,0.798,-7.91252E-07,0.9,0.9
0.799,0.799,0.799,-7.8821E-07,0.9,0.9
0.8,0.8,0.8,-7.85097E-07,0.9,0.9
0.801,0.801,0.801,-7.81915E-07,0.9,0.9
0.802,0.802,0.802,-7.7866E-07,0.9,0.9
0.803,0.803,0.803,-7.75332E-07,0.9,0.9
0.804,0.804,0.804,-7.71931E-07,0.9,0.9
0.805,0.805,0.805,-7.68453E-07,0.9,0.9
0.806,0.806,0.806,-7.64899E-07,0.9,0.9
0.807,0.807,0.807,-7.61266E-07,0.9,0.9
0.808,0.808,0.808,-7.57555E-07,0.9,0.9
0.809,0.809,0.809,-7.53763E-07,0.9,0.9
0.81,0.81,0.81,-7.49889E-07,0.9,0.9
0.811,0.811,0.811,-7.45932E-07,0.9,0.9
0.812,0.812,0.812,-7.41891E-07,0.9,0.9
0.813,0.813,0.813,-7.37764E-07,0.9,0.9
0.814,0.814,0.814,-7.33551E-07,0.9,0.9
0.815,0.815,0.815,-7.2925E-07,0.9,0.9
0.816,0.816,0.816,-7.2486E-07,0.9,0.9
0.817,0.817,0.817,-7.20379E-07,0.9,0.9
0.818,0.818,0.818,-7.15808E-07,0.9,0.9
0.819,0.819,0.819,-7.11143E-07,0.9,0.9
0.82,0.82,0.82,-7.06385E-07,0.9,0.9
0.821,0.821,0.821,-7.01532E-07,0.9,0.9
0.822,0.822,0.822,-6.96583E-07,0.9,0.9
0.823,0.823,0.823,-6.91537E-07,0.9,0.9
0.824,0.824,0.824,-6.86392E-07,0.9,0.9
0.825,0.825,0.825,-6.81149E-07,0.9,0.9
0.826,0.826,0.826,-6.75805E-07,0.9,0.9
0.827,0.827,0.827,-6.7036E-07,0.9,0.9
0.828,0.828,0.828,-6.64813E-07,0.9,0.9
0.829,0.829,0.829,-6.59163E-07,0.9,0.9
0.83,0.83,0.83,-6.5341E-07,0.9,0.9
0.831,0.831,0.831,-6.47551E-07,0.9,0.9
0.832,0.832,0.832,-6.41586E-07,0.9,0.9
0.833,0.833,0.833,-6.35516E-07,0.9,0.9
0.834,0.834,0.834,-6.29338E-07,0.9,0.9
0.835,0.835,0.835,-6.23052E-07,0.9,0.9
0.836,0.836,0.836,-6.16657E-07,0.9,0.9
0.837,0.837,0.837,-6.10154E-07,0.9,0.9
0.838,0.838,0.838,-6.03541E-07,0.9,0.9
0.839,0.839,0.839,-5.96817E-07,0.9,0.9
0.84,0.84,0.84,-5.89983E-07,0.9,0.9
0.841,0.841,0.841,-5.83038E-07,0.9,0.9
0.842,0.842,0.842,-5.75982E-07,0.9,0.9
0.843,0.843,0.843,-5.68814E-07,0.9,0.9
0.844,0.844,0.844,-5.61534E-07,0.9,0.9
0.845,0.845,0.845,-5.54141E-07,0.9,0.9
0.846,0.846,0.846,-5.46637E-07,0.9,0.9
0.847,0.847,0.847,-5.39021E-07,0.9,0.9
0.848,0.848,0.848,-5.31292E-07,0.9,0.9
0.849,0.849,0.849,-5.23451E-07,0.9,0.9
0.85,0.85,0.85,-5.15498E-07,0.9,0.9
0.851,0.851,0.851,-5.07434E-07,0.9,0.9
0.852,0.852,0.852,-4.99258E-07,0.9,0.9
0.853,0.853,0.853,-4.90971E-07,0.9,0.9
0.854,0.854,0.854,-4.82574E-07,0.9,0.9
0.855,0.855,0.855,-4.74066E-07,0.9,0.9
0.856,0.856,0.856,-4.6545E-07,0.9,0.9
0.857,0.857,0.857,-4.56724E-07,0.9,0.9
0.858,0.858,0.858,-4.47891E-07,0.9,0.9
0.859,0.859,0.859,-4.38951E-07,0.9,0.9
0.86,0.86,0.86,-4.29904E-07,0.9,0.9
0.861,0.861,0.861,-4.20753E-07,0.9,0.9
0.862,0.862,0.862,-4.11498E-07,0.9,0.9
0.863,0.863,0.863,-4.0214E-07,0.9,0.9
0.864,0.864,0.864,-3.9268E-07,0.9,0.9
0.865,0.865,0.865,-3.83121E-07,0.9,0.9
0.866,0.866,0.866,-3.73462E-07,0.9,0.9
0.867,0.867,0.867,-3.63707E-07,0.9,0.9
0.868,0.868,0.868,-3.53856E-07,0.9,0.9
0.869,0.869,0.869,-3.43912E-07,0.9,0.9
0.87,0.87,0.87,-3.33875E-07,0.9,0.9
0.871,0.871,0.871,-3.23749E-07,0.9,0.9
0.872,0.872,0.872,-3.13534E-07,0.9,0.9
0.873,0.873,0.873,-3.03233E-07,0.9,0.9
0.874,0.874,0.874,-2.92848E-07,0.9,0.9
0.875,0.875,0.875,-2.82381E-07,0.9,0.9
0.876,0.876,0.876,-2.71835E-07,0.9,0.9
0.877,0.877,0.877,-2.61211E-07,0.9,0.9
0.878,0.878,0.878,-2.50513E-07,0.9,0.9
0.879,0.879,0.879,-2.39743E-07,0.9,0.9
0.88,0.88,0.88,-2.28903E-07,0.9,0.9
0.881,0.881,0.881,-2.17995E-07,0.9,0.9
0.882,0.882,0.882,-2.07024E-07,0.9,0.9
0.883,0.883,0.883,-1.95991E-07,0.9,0.9
0.884,0.884,0.884,-1.84899E-07,0.9,0.9
0.885,0.885,0.885,-1.73751E-07,0.9,0.9
0.886,0.886,0.886,-1.62551E-07,0.9,0.9
0.887,0.887,0.887,-1.513E-07,0.9,0.9
0.888,0.888,0.888,-1.40003E-07,0.9,0.9
0.889,0.889,0.889,-1.28662E-07,0.9,0.9
0.89,0.89,0.89,-1.17281E-07,0.9,0.9
0.891,0.891,0.891,-1.05862E-07,0.9,0.9
0.892,0.892,0.892,-9.44098E-08,0.9,0.9
0.893,0.893,0.893,-8.29264E-08,0.9,0.9
0.894,0.894,0.894,-7.14156E-08,0.9,0.9
0.895,0.895,0.895,-5.98808E-08,0.9,0.9
0.896,0.896,0.896,-4.83254E-08,0.9,0.9
0.897,0.897,0.897,-3.67529E-08,0.9,0.9
0.898,0.898,0.898,-2.51669E-08,0.9,0.9
0.899,0.899,0.899,-1.35716E-08,0.9,0.9
0.9,0.9,0.9,-2.0067E-09,0.9,0.9
0.901,0.901,0.901,9.07572E-09,0.9,0.9
0.902,0.902,0.902,2.01115E-08,0.9,0.9
0.903,0.903,0.903,3.12944E-08,0.9,0.9
0.904,0.904,0.904,4.25843E-08,0.9,0.9
0.905,0.905,0.905,5.39592E-08,0.9,0.9
0.906,0.906,0.906,6.53801E-08,0.9,0.9
0.907,0.907,0.907,7.68201E-08,0.9,0.9
0.908,0.908,0.908,8.82654E-08,0.9,0.9
0.909,0.909,0.909,9.97059E-08,0.9,0.9
0.91,0.91,0.91,1.11134E-07,0.9,0.9
0.911,0.911,0.911,1.22543E-07,0.9,0.9
0.912,0.912,0.912,1.33927E-07,0.9,0.9
0.913,0.913,0.913,1.45281E-07,0.9,0.9
0.914,0.914,0.914,1.56602E-07,0.9,0.9
0.915,0.915,0.915,1.67885E-07,0.9,0.9
0.916,0.916,0.916,1.79126E-07,0.9,0.9
0.917,0.917,0.917,1.90322E-07,0.9,0.9
0.918,0.918,0.918,2.01469E-07,0.9,0.9
0.919,0.919,0.919,2.12564E-07,0.9,0.9
0.92,0.92,0.92,2.23604E-07,0.9,0.9
0.921,0.921,0.921,2.34585E-07,0.9,0.9
0.922,0.922,0.922,2.45506E-07,0.9,0.9
0.923,0.923,0.923,2.56362E-07,0.9,0.9
0.924,0.924,0.924,2.67151E-07,0.9,0.9
0.925,0.925,0.925,2.77871E-07,0.9,0.9
0.926,0.926,0.926,2.88518E-07,0.9,0.9
0.927,0.927,0.927,2.99091E-07,0.9,0.9
0.928,0.928,0.928,3.09586E-07,0.9,0.9
0.929,0.929,0.929,3.20002E-07,0.9,0.9
0.93,0.93,0.93,3.30336E-07,0.9,0.9
0.931,0.931,0.931,3.40587E-07,0.9,0.9
0.932,0.932,0.932,3.50751E-07,0.9,0.9
0.933,0.933,0.933,3.60827E-07,0.9,0.9
0.934,0.934,0.934,3.70813E-07,0.9,0.9
0.935,0.935,0.935,3.80708E-07,0.9,0.9
0.936,0.936,0.936,3.90509E-07,0.9,0.9
0.937,0.937,0.937,4.00214E-07,0.9,0.9
0.938,0.938,0.938,4.09823E-07,0.9,0.9
0.939,0.939,0.939,4.19334E-07,0.9,0.9
0.94,0.94,0.94,4.28745E-07,0.9,0.9
0.941,0.941,0.941,4.38055E-07,0.9,0.9
0.942,0.942,0.942,4.47263E-07,0.9,0.9
0.943,0.943,0.943,4.56368E-07,0.9,0.9
0.944,0.944,0.944,4.65368E-07,0.9,0.9
0.945,0.945,0.945,4.74263E-07,0.9,0.9
0.946,0.946,0.946,4.83051E-07,0.9,0.9
0.947,0.947,0.947,4.91733E-07,0.9,0.9
0.948,0.948,0.948,5.00307E-07,0.9,0.9
0.949,0.949,0.949,5.08772E-07,0.9,0.9
0.95,0.95,0.95,5.17129E-07,0.9,0.9
0.951,0.951,0.951,5.25376E-07,0.9,0.9
0.952,0.952,0.952,5.33513E-07,0.9,0.9
0.953,0.953,0.953,5.4154E-07,0.9,0.9
0.954,0.954,0.954,5.49457E-07,0.9,0.9
0.955,0.955,0.955,5.57262E-07,0.9,0.9
0.956,0.956,0.956,5.64957E-07,0.9,0.9
0.957,0.957,0.957,5.72542E-07,0.9,0.9
0.958,0.958,0.958,5.80015E-07,0.9,0.9
0.959,0.959,0.959,5.87378E-07,0.9,0.9
0.96,0.96,0.96,5.9463E-07,0.9,0.9
