Vin,Vout,Vref
0.345,0.001866901,0.9
0.346,0.0018669,0.9
0.347,0.0018669,0.9
0.348,0.001866901,0.9
0.349,0.001866901,0.9
0.35,0.001866901,0.9
0.351,0.0018669,0.9
0.352,0.001866901,0.9
0.353,0.001866901,0.9
0.354,0.001866902,0.9
0.355,0.001866901,0.9
0.356,0.001866902,0.9
0.357,0.001866902,0.9
0.358,0.001866903,0.9
0.359,0.001866903,0.9
0.36,0.001866904,0.9
0.361,0.001866904,0.9
0.362,0.001866904,0.9
0.363,0.001866904,0.9
0.364,0.001866905,0.9
0.365,0.001866905,0.9
0.366,0.001866905,0.9
0.367,0.001866906,0.9
0.368,0.001866905,0.9
0.369,0.001866906,0.9
0.37,0.001866906,0.9
0.371,0.001866907,0.9
0.372,0.001866907,0.9
0.373,0.001866909,0.9
0.374,0.001866909,0.9
0.375,0.001866909,0.9
0.376,0.00186691,0.9
0.377,0.00186691,0.9
0.378,0.00186691,0.9
0.379,0.001866911,0.9
0.38,0.001866912,0.9
0.381,0.001866912,0.9
0.382,0.001866913,0.9
0.383,0.001866913,0.9
0.384,0.001866913,0.9
0.385,0.001866915,0.9
0.386,0.001866915,0.9
0.387,0.001866916,0.9
0.388,0.001866917,0.9
0.389,0.001866917,0.9
0.39,0.001866918,0.9
0.391,0.001866918,0.9
0.392,0.001866918,0.9
0.393,0.00186692,0.9
0.394,0.001866922,0.9
0.395,0.001866922,0.9
0.396,0.001866923,0.9
0.397,0.001866924,0.9
0.398,0.001866924,0.9
0.399,0.001866925,0.9
0.4,0.001866926,0.9
0.401,0.001866926,0.9
0.402,0.001866929,0.9
0.403,0.001866929,0.9
0.404,0.00186693,0.9
0.405,0.001866931,0.9
0.406,0.001866933,0.9
0.407,0.001866933,0.9
0.408,0.001866935,0.9
0.409,0.001866936,0.9
0.41,0.001866936,0.9
0.411,0.001866938,0.9
0.412,0.001866938,0.9
0.413,0.00186694,0.9
0.414,0.001866943,0.9
0.415,0.001866943,0.9
0.416,0.001866946,0.9
0.417,0.001866946,0.9
0.418,0.001866948,0.9
0.419,0.00186695,0.9
0.42,0.00186695,0.9
0.421,0.001866953,0.9
0.422,0.001866955,0.9
0.423,0.001866956,0.9
0.424,0.001866959,0.9
0.425,0.00186696,0.9
0.426,0.001866963,0.9
0.427,0.001866964,0.9
0.428,0.001866967,0.9
0.429,0.001866968,0.9
0.43,0.001866971,0.9
0.431,0.001866972,0.9
0.432,0.001866975,0.9
0.433,0.001866977,0.9
0.434,0.00186698,0.9
0.435,0.001866982,0.9
0.436,0.001866985,0.9
0.437,0.001866988,0.9
0.438,0.00186699,0.9
0.439,0.001866992,0.9
0.44,0.001866996,0.9
0.441,0.001866999,0.9
0.442,0.001867002,0.9
0.443,0.001867006,0.9
0.444,0.001867008,0.9
0.445,0.001867012,0.9
0.446,0.001867015,0.9
0.447,0.001867018,0.9
0.448,0.001867022,0.9
0.449,0.001867026,0.9
0.45,0.00186703,0.9
0.451,0.001867034,0.9
0.452,0.001867038,0.9
0.453,0.001867043,0.9
0.454,0.001867046,0.9
0.455,0.00186705,0.9
0.456,0.001867055,0.9
0.457,0.00186706,0.9
0.458,0.001867064,0.9
0.459,0.001867069,0.9
0.46,0.001867074,0.9
0.461,0.001867079,0.9
0.462,0.001867084,0.9
0.463,0.00186709,0.9
0.464,0.001867096,0.9
0.465,0.001867101,0.9
0.466,0.001867107,0.9
0.467,0.001867114,0.9
0.468,0.00186712,0.9
0.469,0.001867126,0.9
0.47,0.001867134,0.9
0.471,0.00186714,0.9
0.472,0.001867147,0.9
0.473,0.001867154,0.9
0.474,0.001867163,0.9
0.475,0.00186717,0.9
0.476,0.001867177,0.9
0.477,0.001867185,0.9
0.478,0.001867194,0.9
0.479,0.001867202,0.9
0.48,0.001867211,0.9
0.481,0.001867221,0.9
0.482,0.00186723,0.9
0.483,0.001867239,0.9
0.484,0.00186725,0.9
0.485,0.001867259,0.9
0.486,0.00186727,0.9
0.487,0.001867281,0.9
0.488,0.001867292,0.9
0.489,0.001867304,0.9
0.49,0.001867315,0.9
0.491,0.001867327,0.9
0.492,0.001867339,0.9
0.493,0.001867352,0.9
0.494,0.001867364,0.9
0.495,0.001867379,0.9
0.496,0.001867394,0.9
0.497,0.001867407,0.9
0.498,0.001867422,0.9
0.499,0.001867438,0.9
0.5,0.001867452,0.9
0.501,0.001867468,0.9
0.502,0.001867485,0.9
0.503,0.001867502,0.9
0.504,0.001867519,0.9
0.505,0.001867537,0.9
0.506,0.001867556,0.9
0.507,0.001867574,0.9
0.508,0.001867594,0.9
0.509,0.001867614,0.9
0.51,0.001867634,0.9
0.511,0.001867656,0.9
0.512,0.001867678,0.9
0.513,0.0018677,0.9
0.514,0.001867722,0.9
0.515,0.001867747,0.9
0.516,0.001867771,0.9
0.517,0.001867796,0.9
0.518,0.001867822,0.9
0.519,0.001867848,0.9
0.52,0.001867875,0.9
0.521,0.001867903,0.9
0.522,0.001867932,0.9
0.523,0.001867963,0.9
0.524,0.001867993,0.9
0.525,0.001868023,0.9
0.526,0.001868055,0.9
0.527,0.001868089,0.9
0.528,0.001868123,0.9
0.529,0.001868159,0.9
0.53,0.001868195,0.9
0.531,0.001868231,0.9
0.532,0.001868269,0.9
0.533,0.001868309,0.9
0.534,0.001868349,0.9
0.535,0.001868391,0.9
0.536,0.001868434,0.9
0.537,0.001868478,0.9
0.538,0.001868524,0.9
0.539,0.001868569,0.9
0.54,0.001868618,0.9
0.541,0.001868666,0.9
0.542,0.001868717,0.9
0.543,0.00186877,0.9
0.544,0.001868823,0.9
0.545,0.001868878,0.9
0.546,0.001868935,0.9
0.547,0.001868992,0.9
0.548,0.001869053,0.9
0.549,0.001869115,0.9
0.55,0.001869178,0.9
0.551,0.001869242,0.9
0.552,0.00186931,0.9
0.553,0.001869378,0.9
0.554,0.001869449,0.9
0.555,0.001869522,0.9
0.556,0.001869596,0.9
0.557,0.001869675,0.9
0.558,0.001869754,0.9
0.559,0.001869834,0.9
0.56,0.001869919,0.9
0.561,0.001870005,0.9
0.562,0.001870094,0.9
0.563,0.001870185,0.9
0.564,0.001870279,0.9
0.565,0.001870376,0.9
0.566,0.001870475,0.9
0.567,0.001870577,0.9
0.568,0.001870681,0.9
0.569,0.00187079,0.9
0.57,0.001870901,0.9
0.571,0.001871015,0.9
0.572,0.001871132,0.9
0.573,0.001871254,0.9
0.574,0.001871378,0.9
0.575,0.001871505,0.9
0.576,0.001871637,0.9
0.577,0.001871772,0.9
0.578,0.001871911,0.9
0.579,0.001872055,0.9
0.58,0.001872201,0.9
0.581,0.001872353,0.9
0.582,0.001872508,0.9
0.583,0.001872668,0.9
0.584,0.001872832,0.9
0.585,0.001873001,0.9
0.586,0.001873176,0.9
0.587,0.001873354,0.9
0.588,0.001873539,0.9
0.589,0.001873726,0.9
0.59,0.001873922,0.9
0.591,0.001874123,0.9
0.592,0.001874329,0.9
0.593,0.00187454,0.9
0.594,0.001874759,0.9
0.595,0.001874982,0.9
0.596,0.001875213,0.9
0.597,0.001875449,0.9
0.598,0.001875693,0.9
0.599,0.001875944,0.9
0.6,0.001876201,0.9
0.601,0.001876466,0.9
0.602,0.001876738,0.9
0.603,0.001877019,0.9
0.604,0.001877307,0.9
0.605,0.001877603,0.9
0.606,0.001877909,0.9
0.607,0.001878221,0.9
0.608,0.001878545,0.9
0.609,0.001878875,0.9
0.61,0.001879216,0.9
0.611,0.001879567,0.9
0.612,0.001879927,0.9
0.613,0.001880297,0.9
0.614,0.00188068,0.9
0.615,0.001881072,0.9
0.616,0.001881475,0.9
0.617,0.001881889,0.9
0.618,0.001882316,0.9
0.619,0.001882755,0.9
0.62,0.001883206,0.9
0.621,0.00188367,0.9
0.622,0.001884147,0.9
0.623,0.001884637,0.9
0.624,0.001885142,0.9
0.625,0.001885661,0.9
0.626,0.001886194,0.9
0.627,0.001886743,0.9
0.628,0.001887307,0.9
0.629,0.001887888,0.9
0.63,0.001888483,0.9
0.631,0.001889098,0.9
0.632,0.001889729,0.9
0.633,0.001890377,0.9
0.634,0.001891045,0.9
0.635,0.001891731,0.9
0.636,0.001892437,0.9
0.637,0.001893163,0.9
0.638,0.001893909,0.9
0.639,0.001894676,0.9
0.64,0.001895466,0.9
0.641,0.001896276,0.9
0.642,0.001897111,0.9
0.643,0.00189797,0.9
0.644,0.001898853,0.9
0.645,0.001899759,0.9
0.646,0.001900694,0.9
0.647,0.001901652,0.9
0.648,0.001902639,0.9
0.649,0.001903654,0.9
0.65,0.001904697,0.9
0.651,0.001905771,0.9
0.652,0.001906873,0.9
0.653,0.001908008,0.9
0.654,0.001909175,0.9
0.655,0.001910374,0.9
0.656,0.001911608,0.9
0.657,0.001912876,0.9
0.658,0.00191418,0.9
0.659,0.001915522,0.9
0.66,0.001916902,0.9
0.661,0.00191832,0.9
0.662,0.001919778,0.9
0.663,0.001921277,0.9
0.664,0.001922819,0.9
0.665,0.001924405,0.9
0.666,0.001926036,0.9
0.667,0.001927711,0.9
0.668,0.001929435,0.9
0.669,0.001931208,0.9
0.67,0.00193303,0.9
0.671,0.001934904,0.9
0.672,0.001936831,0.9
0.673,0.001938814,0.9
0.674,0.00194085,0.9
0.675,0.001942945,0.9
0.676,0.001945099,0.9
0.677,0.001947314,0.9
0.678,0.001949591,0.9
0.679,0.001951932,0.9
0.68,0.001954341,0.9
0.681,0.001956815,0.9
0.682,0.001959362,0.9
0.683,0.001961979,0.9
0.684,0.00196467,0.9
0.685,0.001967437,0.9
0.686,0.001970282,0.9
0.687,0.001973208,0.9
0.688,0.001976215,0.9
0.689,0.001979307,0.9
0.69,0.001982487,0.9
0.691,0.001985756,0.9
0.692,0.001989117,0.9
0.693,0.001992574,0.9
0.694,0.001996127,0.9
0.695,0.001999781,0.9
0.696,0.002003537,0.9
0.697,0.0020074,0.9
0.698,0.00201137,0.9
0.699,0.002015453,0.9
0.7,0.00201965,0.9
0.701,0.002023966,0.9
0.702,0.002028404,0.9
0.703,0.002032966,0.9
0.704,0.002037656,0.9
0.705,0.002042479,0.9
0.706,0.002047436,0.9
0.707,0.002052535,0.9
0.708,0.002057776,0.9
0.709,0.002063164,0.9
0.71,0.002068704,0.9
0.711,0.002074399,0.9
0.712,0.002080254,0.9
0.713,0.002086276,0.9
0.714,0.002092465,0.9
0.715,0.002098829,0.9
0.716,0.002105372,0.9
0.717,0.002112097,0.9
0.718,0.002119012,0.9
0.719,0.002126121,0.9
0.72,0.00213343,0.9
0.721,0.002140945,0.9
0.722,0.002148669,0.9
0.723,0.002156612,0.9
0.724,0.002164776,0.9
0.725,0.00217317,0.9
0.726,0.0021818,0.9
0.727,0.002190673,0.9
0.728,0.002199793,0.9
0.729,0.00220917,0.9
0.73,0.00221881,0.9
0.731,0.002228719,0.9
0.732,0.002238908,0.9
0.733,0.002249382,0.9
0.734,0.002260149,0.9
0.735,0.002271219,0.9
0.736,0.002282598,0.9
0.737,0.002294297,0.9
0.738,0.002306325,0.9
0.739,0.002318688,0.9
0.74,0.002331398,0.9
0.741,0.002344464,0.9
0.742,0.002357896,0.9
0.743,0.002371705,0.9
0.744,0.002385902,0.9
0.745,0.002400495,0.9
0.746,0.002415496,0.9
0.747,0.002430919,0.9
0.748,0.002446772,0.9
0.749,0.00246307,0.9
0.75,0.002479823,0.9
0.751,0.002497047,0.9
0.752,0.002514753,0.9
0.753,0.002532951,0.9
0.754,0.002551662,0.9
0.755,0.002570896,0.9
0.756,0.002590667,0.9
0.757,0.002610991,0.9
0.758,0.002631885,0.9
0.759,0.002653364,0.9
0.76,0.002675442,0.9
0.761,0.002698138,0.9
0.762,0.00272147,0.9
0.763,0.002745453,0.9
0.764,0.002770107,0.9
0.765,0.00279545,0.9
0.766,0.002821503,0.9
0.767,0.002848282,0.9
0.768,0.002875811,0.9
0.769,0.00290411,0.9
0.77,0.0029332,0.9
0.771,0.002963103,0.9
0.772,0.002993842,0.9
0.773,0.00302544,0.9
0.774,0.003057919,0.9
0.775,0.003091309,0.9
0.776,0.00312563,0.9
0.777,0.003160911,0.9
0.778,0.003197178,0.9
0.779,0.003234459,0.9
0.78,0.003272783,0.9
0.781,0.003312177,0.9
0.782,0.003352671,0.9
0.783,0.003394299,0.9
0.784,0.00343709,0.9
0.785,0.003481078,0.9
0.786,0.003526296,0.9
0.787,0.003572778,0.9
0.788,0.00362056,0.9
0.789,0.003669679,0.9
0.79,0.003720172,0.9
0.791,0.003772078,0.9
0.792,0.003825436,0.9
0.793,0.003880289,0.9
0.794,0.003936679,0.9
0.795,0.003994647,0.9
0.796,0.00405424,0.9
0.797,0.004115503,0.9
0.798,0.004178485,0.9
0.799,0.004243232,0.9
0.8,0.004309798,0.9
0.801,0.004378232,0.9
0.802,0.004448591,0.9
0.803,0.004520927,0.9
0.804,0.004595297,0.9
0.805,0.004671761,0.9
0.806,0.004750379,0.9
0.807,0.004831212,0.9
0.808,0.004914328,0.9
0.809,0.00499979,0.9
0.81,0.005087669,0.9
0.811,0.005178033,0.9
0.812,0.005270958,0.9
0.813,0.005366517,0.9
0.814,0.005464789,0.9
0.815,0.005565857,0.9
0.816,0.005669803,0.9
0.817,0.005776713,0.9
0.818,0.005886675,0.9
0.819,0.005999783,0.9
0.82,0.006116134,0.9
0.821,0.006235826,0.9
0.822,0.006358961,0.9
0.823,0.006485646,0.9
0.824,0.006615994,0.9
0.825,0.006750117,0.9
0.826,0.006888134,0.9
0.827,0.007030172,0.9
0.828,0.007176357,0.9
0.829,0.007326821,0.9
0.83,0.007481708,0.9
0.831,0.007641158,0.9
0.832,0.007805325,0.9
0.833,0.007974366,0.9
0.834,0.008148444,0.9
0.835,0.008327729,0.9
0.836,0.008512403,0.9
0.837,0.008702649,0.9
0.838,0.008898668,0.9
0.839,0.009100659,0.9
0.84,0.00930884,0.9
0.841,0.009523433,0.9
0.842,0.009744675,0.9
0.843,0.009972815,0.9
0.844,0.01020811,0.9
0.845,0.01045084,0.9
0.846,0.010701289,0.9
0.847,0.010959762,0.9
0.848,0.011226581,0.9
0.849,0.011502089,0.9
0.85,0.011786642,0.9
0.851,0.012080627,0.9
0.852,0.012384441,0.9
0.853,0.012698521,0.9
0.854,0.01302332,0.9
0.855,0.013359333,0.9
0.856,0.013707076,0.9
0.857,0.014067111,0.9
0.858,0.014440032,0.9
0.859,0.014826481,0.9
0.86,0.015227151,0.9
0.861,0.015642782,0.9
0.862,0.016074183,0.9
0.863,0.016522218,0.9
0.864,0.016987838,0.9
0.865,0.017472066,0.9
0.866,0.017976027,0.9
0.867,0.018500946,0.9
0.868,0.019048177,0.9
0.869,0.019619199,0.9
0.87,0.020215658,0.9
0.871,0.020839369,0.9
0.872,0.021492368,0.9
0.873,0.022176923,0.9
0.874,0.022895585,0.9
0.875,0.023651242,0.9
0.876,0.024447164,0.9
0.877,0.025287099,0.9
0.878,0.026175339,0.9
0.879,0.027116874,0.9
0.88,0.028117513,0.9
0.881,0.029184089,0.9
0.882,0.030324717,0.9
0.883,0.031549122,0.9
0.884,0.032869091,0.9
0.885,0.034299112,0.9
0.886,0.03585718,0.9
0.887,0.037566094,0.9
0.888,0.039455144,0.9
0.889,0.041562814,0.9
0.89,0.043940802,0.9
0.891,0.046660426,0.9
0.892,0.049823182,0.9
0.893,0.053578668,0.9
0.894,0.058156872,0.9
0.895,0.063928885,0.9
0.896,0.071528192,0.9
0.897,0.082251413,0.9
0.898,0.098380476,0.9
0.899,0.126524266,0.9
0.9,0.502354686,0.9
0.901,1.60723227,0.9
0.902,1.64848914,0.9
0.903,1.67223329,0.9
0.904,1.68933193,0.9
0.905,1.70099925,0.9
0.906,1.70952983,0.9
0.907,1.71624768,0.9
0.908,1.72170794,0.9
0.909,1.72625228,0.9
0.91,1.73012305,0.9
0.911,1.73348529,0.9
0.912,1.73645292,0.9
0.913,1.73910709,0.9
0.914,1.74150727,0.9
0.915,1.74369798,0.9
0.916,1.74571326,0.9
0.917,1.74757962,0.9
0.918,1.74931807,0.9
0.919,1.75094546,0.9
0.92,1.7524755,0.9
0.921,1.75391951,0.9
0.922,1.75528687,0.9
0.923,1.75658548,0.9
0.924,1.75782203,0.9
0.925,1.75900224,0.9
0.926,1.76013104,0.9
0.927,1.76121268,0.9
0.928,1.76225089,0.9
0.929,1.76324892,0.9
0.93,1.76420966,0.9
0.931,1.76513564,0.9
0.932,1.76602914,0.9
0.933,1.76689217,0.9
0.934,1.76772657,0.9
0.935,1.76853399,0.9
0.936,1.76931588,0.9
0.937,1.77007362,0.9
0.938,1.77080841,0.9
0.939,1.7715214,0.9
0.94,1.7722136,0.9
0.941,1.77288597,0.9
0.942,1.77353937,0.9
0.943,1.77417462,0.9
0.944,1.77479245,0.9
0.945,1.77539357,0.9
0.946,1.77597861,0.9
0.947,1.77654818,0.9
0.948,1.77710286,0.9
0.949,1.77764316,0.9
0.95,1.77816959,0.9
0.951,1.7786826,0.9
0.952,1.77918265,0.9
0.953,1.77967015,0.9
0.954,1.78014549,0.9
0.955,1.78060905,0.9
0.956,1.78106119,0.9
0.957,1.78150223,0.9
0.958,1.78193251,0.9
0.959,1.78235233,0.9
0.96,1.78276198,0.9
0.961,1.78316175,0.9
0.962,1.7835519,0.9
0.963,1.78393269,0.9
0.964,1.78430437,0.9
0.965,1.78466718,0.9
0.966,1.78502134,0.9
0.967,1.78536709,0.9
0.968,1.78570462,0.9
0.969,1.78603416,0.9
0.97,1.78635589,0.9
0.971,1.78667,0.9
0.972,1.78697669,0.9
0.973,1.78727614,0.9
0.974,1.78756851,0.9
0.975,1.78785398,0.9
0.976,1.78813272,0.9
0.977,1.78840488,0.9
0.978,1.78867062,0.9
0.979,1.78893009,0.9
0.98,1.78918343,0.9
0.981,1.7894308,0.9
0.982,1.78967233,0.9
0.983,1.78990815,0.9
0.984,1.7901384,0.9
0.985,1.79036321,0.9
0.986,1.7905827,0.9
0.987,1.790797,0.9
0.988,1.79100622,0.9
0.989,1.79121049,0.9
0.99,1.79140991,0.9
0.991,1.79160461,0.9
0.992,1.79179468,0.9
0.993,1.79198024,0.9
0.994,1.79216139,0.9
0.995,1.79233823,0.9
0.996,1.79251086,0.9
0.997,1.79267938,0.9
0.998,1.79284388,0.9
0.999,1.79300446,0.9
1,1.79316121,0.9
1.001,1.79331421,0.9
1.002,1.79346357,0.9
1.003,1.79360934,0.9
1.004,1.79375164,0.9
1.005,1.79389052,0.9
1.006,1.79402608,0.9
1.007,1.79415839,0.9
1.008,1.79428754,0.9
1.009,1.79441358,0.9
1.01,1.7945366,0.9
1.011,1.79465667,0.9
1.012,1.79477386,0.9
1.013,1.79488824,0.9
1.014,1.79499987,0.9
1.015,1.79510881,0.9
1.016,1.79521514,0.9
1.017,1.79531892,0.9
1.018,1.79542021,0.9
1.019,1.79551906,0.9
1.02,1.79561554,0.9
1.021,1.7957097,0.9
1.022,1.7958016,0.9
1.023,1.7958913,0.9
1.024,1.79597885,0.9
1.025,1.79606429,0.9
1.026,1.79614769,0.9
1.027,1.79622909,0.9
1.028,1.79630854,0.9
1.029,1.79638609,0.9
1.03,1.79646178,0.9
1.031,1.79653567,0.9
1.032,1.7966078,0.9
1.033,1.7966782,0.9
1.034,1.79674693,0.9
1.035,1.79681402,0.9
1.036,1.79687952,0.9
1.037,1.79694346,0.9
1.038,1.79700589,0.9
1.039,1.79706683,0.9
1.04,1.79712634,0.9
1.041,1.79718444,0.9
1.042,1.79724118,0.9
1.043,1.79729658,0.9
1.044,1.79735068,0.9
1.045,1.79740351,0.9
1.046,1.7974551,0.9
1.047,1.79750549,0.9
1.048,1.79755471,0.9
1.049,1.79760279,0.9
1.05,1.79764974,0.9
1.051,1.79769562,0.9
1.052,1.79774043,0.9
1.053,1.79778422,0.9
1.054,1.79782699,0.9
1.055,1.79786879,0.9
1.056,1.79790964,0.9
1.057,1.79794955,0.9
1.058,1.79798857,0.9
1.059,1.79802669,0.9
1.06,1.79806396,0.9
1.061,1.7981004,0.9
1.062,1.79813601,0.9
1.063,1.79817083,0.9
1.064,1.79820488,0.9
1.065,1.79823818,0.9
1.066,1.79827074,0.9
1.067,1.79830258,0.9
1.068,1.79833373,0.9
1.069,1.7983642,0.9
1.07,1.79839401,0.9
1.071,1.79842317,0.9
1.072,1.79845171,0.9
1.073,1.79847964,0.9
1.074,1.79850697,0.9
1.075,1.79853373,0.9
1.076,1.79855992,0.9
1.077,1.79858555,0.9
1.078,1.79861065,0.9
1.079,1.79863524,0.9
1.08,1.79865931,0.9
1.081,1.79868289,0.9
1.082,1.79870599,0.9
1.083,1.79872862,0.9
1.084,1.79875079,0.9
1.085,1.79877251,0.9
1.086,1.7987938,0.9
1.087,1.79881467,0.9
1.088,1.79883513,0.9
1.089,1.79885518,0.9
1.09,1.79887485,0.9
1.091,1.79889413,0.9
1.092,1.79891304,0.9
1.093,1.79893159,0.9
1.094,1.79894979,0.9
1.095,1.79896764,0.9
1.096,1.79898516,0.9
1.097,1.79900236,0.9
1.098,1.79901924,0.9
1.099,1.7990358,0.9
1.1,1.79905207,0.9
1.101,1.79906804,0.9
1.102,1.79908373,0.9
1.103,1.79909913,0.9
1.104,1.79911427,0.9
1.105,1.79912913,0.9
1.106,1.79914374,0.9
1.107,1.79915809,0.9
1.108,1.7991722,0.9
1.109,1.79918607,0.9
1.11,1.7991997,0.9
1.111,1.79921311,0.9
1.112,1.79922629,0.9
1.113,1.79923925,0.9
1.114,1.79925201,0.9
1.115,1.79926455,0.9
1.116,1.79927689,0.9
1.117,1.79928903,0.9
1.118,1.79930098,0.9
1.119,1.79931274,0.9
1.12,1.79932432,0.9
1.121,1.79933572,0.9
1.122,1.79934694,0.9
1.123,1.79935799,0.9
1.124,1.79936887,0.9
1.125,1.79937958,0.9
1.126,1.79939014,0.9
1.127,1.79940054,0.9
1.128,1.79941078,0.9
1.129,1.79942088,0.9
1.13,1.79943082,0.9
1.131,1.79944063,0.9
1.132,1.79945029,0.9
1.133,1.79945982,0.9
1.134,1.79946921,0.9
1.135,1.79947846,0.9
1.136,1.79948759,0.9
1.137,1.79949659,0.9
1.138,1.79950547,0.9
1.139,1.79951422,0.9
1.14,1.79952285,0.9
1.141,1.79953136,0.9
1.142,1.79953976,0.9
1.143,1.79954805,0.9
1.144,1.79955622,0.9
1.145,1.79956429,0.9
1.146,1.79957224,0.9
1.147,1.79958009,0.9
1.148,1.79958784,0.9
1.149,1.79959548,0.9
1.15,1.79960303,0.9
1.151,1.79961047,0.9
1.152,1.79961782,0.9
1.153,1.79962507,0.9
1.154,1.79963222,0.9
1.155,1.79963928,0.9
1.156,1.79964625,0.9
1.157,1.79965313,0.9
1.158,1.79965991,0.9
1.159,1.79966661,0.9
1.16,1.79967322,0.9
1.161,1.79967974,0.9
1.162,1.79968618,0.9
1.163,1.79969254,0.9
1.164,1.7996988,0.9
1.165,1.79970499,0.9
1.166,1.79971109,0.9
1.167,1.79971712,0.9
1.168,1.79972306,0.9
1.169,1.79972892,0.9
1.17,1.7997347,0.9
1.171,1.7997404,0.9
1.172,1.79974603,0.9
1.173,1.79975158,0.9
1.174,1.79975705,0.9
1.175,1.79976244,0.9
1.176,1.79976776,0.9
1.177,1.799773,0.9
1.178,1.79977817,0.9
1.179,1.79978327,0.9
1.18,1.79978829,0.9
1.181,1.79979323,0.9
1.182,1.79979811,0.9
1.183,1.79980291,0.9
1.184,1.79980763,0.9
1.185,1.79981229,0.9
1.186,1.79981687,0.9
1.187,1.79982138,0.9
1.188,1.79982582,0.9
1.189,1.79983019,0.9
1.19,1.79983448,0.9
1.191,1.79983871,0.9
1.192,1.79984286,0.9
1.193,1.79984695,0.9
1.194,1.79985097,0.9
1.195,1.79985491,0.9
1.196,1.79985879,0.9
1.197,1.7998626,0.9
1.198,1.79986634,0.9
1.199,1.79987001,0.9
1.2,1.79987361,0.9
1.201,1.79987715,0.9
1.202,1.79988061,0.9
1.203,1.79988402,0.9
1.204,1.79988735,0.9
1.205,1.79989062,0.9
1.206,1.79989382,0.9
1.207,1.79989696,0.9
1.208,1.79990003,0.9
1.209,1.79990304,0.9
1.21,1.79990598,0.9
1.211,1.79990885,0.9
1.212,1.79991167,0.9
1.213,1.79991442,0.9
1.214,1.79991711,0.9
1.215,1.79991974,0.9
1.216,1.79992231,0.9
1.217,1.79992481,0.9
1.218,1.79992726,0.9
1.219,1.79992964,0.9
1.22,1.79993197,0.9
1.221,1.79993424,0.9
1.222,1.79993644,0.9
1.223,1.7999386,0.9
1.224,1.7999407,0.9
1.225,1.79994274,0.9
1.226,1.79994472,0.9
1.227,1.79994666,0.9
1.228,1.79994853,0.9
1.229,1.79995036,0.9
1.23,1.79995213,0.9
1.231,1.79995385,0.9
1.232,1.79995553,0.9
1.233,1.79995715,0.9
1.234,1.79995872,0.9
1.235,1.79996025,0.9
1.236,1.79996173,0.9
1.237,1.79996316,0.9
1.238,1.79996455,0.9
1.239,1.79996589,0.9
1.24,1.79996719,0.9
1.241,1.79996845,0.9
1.242,1.79996967,0.9
1.243,1.79997084,0.9
1.244,1.79997198,0.9
1.245,1.79997307,0.9
1.246,1.79997414,0.9
1.247,1.79997516,0.9
1.248,1.79997614,0.9
1.249,1.7999771,0.9
1.25,1.79997802,0.9
1.251,1.7999789,0.9
1.252,1.79997975,0.9
1.253,1.79998057,0.9
1.254,1.79998136,0.9
1.255,1.79998212,0.9
1.256,1.79998286,0.9
1.257,1.79998356,0.9
1.258,1.79998424,0.9
1.259,1.79998489,0.9
1.26,1.79998552,0.9
1.261,1.79998612,0.9
1.262,1.7999867,0.9
1.263,1.79998725,0.9
1.264,1.79998778,0.9
1.265,1.7999883,0.9
1.266,1.79998879,0.9
1.267,1.79998926,0.9
1.268,1.79998971,0.9
1.269,1.79999014,0.9
1.27,1.79999056,0.9
1.271,1.79999095,0.9
1.272,1.79999133,0.9
1.273,1.7999917,0.9
1.274,1.79999205,0.9
1.275,1.79999238,0.9
1.276,1.79999271,0.9
1.277,1.79999301,0.9
1.278,1.79999331,0.9
1.279,1.79999359,0.9
1.28,1.79999386,0.9
1.281,1.79999411,0.9
1.282,1.79999436,0.9
1.283,1.7999946,0.9
1.284,1.79999482,0.9
1.285,1.79999504,0.9
1.286,1.79999524,0.9
1.287,1.79999544,0.9
1.288,1.79999563,0.9
1.289,1.79999581,0.9
1.29,1.79999598,0.9
1.291,1.79999614,0.9
1.292,1.7999963,0.9
1.293,1.79999645,0.9
1.294,1.79999659,0.9
1.295,1.79999673,0.9
1.296,1.79999686,0.9
1.297,1.79999698,0.9
1.298,1.7999971,0.9
1.299,1.79999722,0.9
1.3,1.79999732,0.9
1.301,1.79999743,0.9
1.302,1.79999753,0.9
1.303,1.79999762,0.9
1.304,1.79999771,0.9
1.305,1.7999978,0.9
1.306,1.79999788,0.9
1.307,1.79999796,0.9
1.308,1.79999803,0.9
1.309,1.7999981,0.9
1.31,1.79999817,0.9
1.311,1.79999823,0.9
1.312,1.79999829,0.9
1.313,1.79999835,0.9
1.314,1.79999841,0.9
1.315,1.79999846,0.9
1.316,1.79999852,0.9
1.317,1.79999857,0.9
1.318,1.79999861,0.9
1.319,1.79999866,0.9
1.32,1.7999987,0.9
1.321,1.79999874,0.9
1.322,1.79999878,0.9
1.323,1.79999881,0.9
1.324,1.79999885,0.9
1.325,1.79999888,0.9
1.326,1.79999891,0.9
1.327,1.79999894,0.9
1.328,1.79999897,0.9
1.329,1.799999,0.9
1.33,1.79999903,0.9
1.331,1.79999905,0.9
1.332,1.79999908,0.9
1.333,1.7999991,0.9
1.334,1.79999912,0.9
1.335,1.79999914,0.9
1.336,1.79999916,0.9
1.337,1.79999918,0.9
1.338,1.7999992,0.9
1.339,1.79999922,0.9
1.34,1.79999923,0.9
1.341,1.79999925,0.9
1.342,1.79999926,0.9
1.343,1.79999928,0.9
