 v-sweep         v-sweep         v1              v2              vbn             vbp             vcn             vcp             vmeas#branch    vout           
 1.54100000e+00  1.54100000e+00  1.54100000e+00  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508742e-01  7.44180808e-01  0.00000000e+00  1.79999950e+00 
 1.54200000e+00  1.54200000e+00  1.54200000e+00  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508743e-01  7.44180796e-01  0.00000000e+00  1.79999950e+00 
 1.54300000e+00  1.54300000e+00  1.54300000e+00  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508739e-01  7.44180818e-01  0.00000000e+00  1.79999950e+00 
 1.54400000e+00  1.54400000e+00  1.54400000e+00  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508742e-01  7.44180799e-01  0.00000000e+00  1.79999950e+00 
 1.54500000e+00  1.54500000e+00  1.54500000e+00  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508735e-01  7.44180812e-01  0.00000000e+00  1.79999950e+00 
 1.54600000e+00  1.54600000e+00  1.54600000e+00  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508740e-01  7.44180810e-01  0.00000000e+00  1.79999950e+00 
 1.54700000e+00  1.54700000e+00  1.54700000e+00  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508736e-01  7.44180820e-01  0.00000000e+00  1.79999950e+00 
 1.54800000e+00  1.54800000e+00  1.54800000e+00  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508741e-01  7.44180809e-01  0.00000000e+00  1.79999950e+00 
 1.54900000e+00  1.54900000e+00  1.54900000e+00  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508739e-01  7.44180816e-01  0.00000000e+00  1.79999950e+00 
 1.55000000e+00  1.55000000e+00  1.55000000e+00  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508743e-01  7.44180798e-01  0.00000000e+00  1.79999950e+00 
 1.55100000e+00  1.55100000e+00  1.55100000e+00  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508736e-01  7.44180817e-01  0.00000000e+00  1.79999950e+00 
 1.55200000e+00  1.55200000e+00  1.55200000e+00  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508738e-01  7.44180793e-01  0.00000000e+00  1.79999950e+00 
 1.55300000e+00  1.55300000e+00  1.55300000e+00  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508741e-01  7.44180823e-01  0.00000000e+00  1.79999950e+00 
 1.55400000e+00  1.55400000e+00  1.55400000e+00  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508742e-01  7.44180801e-01  0.00000000e+00  1.79999950e+00 
 1.55500000e+00  1.55500000e+00  1.55500000e+00  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508740e-01  7.44180817e-01  0.00000000e+00  1.79999950e+00 
 1.55600000e+00  1.55600000e+00  1.55600000e+00  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508739e-01  7.44180811e-01  0.00000000e+00  1.79999950e+00 
 1.55700000e+00  1.55700000e+00  1.55700000e+00  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508744e-01  7.44180803e-01  0.00000000e+00  1.79999950e+00 
 1.55800000e+00  1.55800000e+00  1.55800000e+00  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508740e-01  7.44180796e-01  0.00000000e+00  1.79999950e+00 
 1.55900000e+00  1.55900000e+00  1.55900000e+00  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508744e-01  7.44180789e-01  0.00000000e+00  1.79999950e+00 
 1.56000000e+00  1.56000000e+00  1.56000000e+00  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508743e-01  7.44180810e-01  0.00000000e+00  1.79999950e+00 
 1.56100000e+00  1.56100000e+00  1.56100000e+00  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508743e-01  7.44180812e-01  0.00000000e+00  1.79999950e+00 
 1.56200000e+00  1.56200000e+00  1.56200000e+00  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508741e-01  7.44180797e-01  0.00000000e+00  1.79999950e+00 
 1.56300000e+00  1.56300000e+00  1.56300000e+00  8.00000000e-01  4.97192515e-01  9.18152873e-01  6.28508741e-01  7.44180787e-01  0.00000000e+00  1.79999950e+00 
 1.56400000e+00  1.56400000e+00  1.56400000e+00  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508743e-01  7.44180814e-01  0.00000000e+00  1.79999950e+00 
 1.56500000e+00  1.56500000e+00  1.56500000e+00  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508740e-01  7.44180789e-01  0.00000000e+00  1.79999950e+00 
 1.56600000e+00  1.56600000e+00  1.56600000e+00  8.00000000e-01  4.97192514e-01  9.18152875e-01  6.28508736e-01  7.44180805e-01  0.00000000e+00  1.79999950e+00 
 1.56700000e+00  1.56700000e+00  1.56700000e+00  8.00000000e-01  4.97192514e-01  9.18152872e-01  6.28508741e-01  7.44180816e-01  0.00000000e+00  1.79999950e+00 
 1.56800000e+00  1.56800000e+00  1.56800000e+00  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508746e-01  7.44180799e-01  0.00000000e+00  1.79999950e+00 
 1.56900000e+00  1.56900000e+00  1.56900000e+00  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508741e-01  7.44180795e-01  0.00000000e+00  1.79999950e+00 
 1.57000000e+00  1.57000000e+00  1.57000000e+00  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508742e-01  7.44180816e-01  0.00000000e+00  1.79999950e+00 
 1.57100000e+00  1.57100000e+00  1.57100000e+00  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508742e-01  7.44180812e-01  0.00000000e+00  1.79999950e+00 
 1.57200000e+00  1.57200000e+00  1.57200000e+00  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508738e-01  7.44180816e-01  0.00000000e+00  1.79999950e+00 
 1.57300000e+00  1.57300000e+00  1.57300000e+00  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508741e-01  7.44180827e-01  0.00000000e+00  1.79999950e+00 
 1.57400000e+00  1.57400000e+00  1.57400000e+00  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508740e-01  7.44180802e-01  0.00000000e+00  1.79999950e+00 
 1.57500000e+00  1.57500000e+00  1.57500000e+00  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508742e-01  7.44180809e-01  0.00000000e+00  1.79999950e+00 
 1.57600000e+00  1.57600000e+00  1.57600000e+00  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508741e-01  7.44180810e-01  0.00000000e+00  1.79999950e+00 
 1.57700000e+00  1.57700000e+00  1.57700000e+00  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508742e-01  7.44180810e-01  0.00000000e+00  1.79999950e+00 
 1.57800000e+00  1.57800000e+00  1.57800000e+00  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508739e-01  7.44180794e-01  0.00000000e+00  1.79999950e+00 
 1.57900000e+00  1.57900000e+00  1.57900000e+00  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508739e-01  7.44180805e-01  0.00000000e+00  1.79999950e+00 
 1.58000000e+00  1.58000000e+00  1.58000000e+00  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508741e-01  7.44180805e-01  0.00000000e+00  1.79999950e+00 
 1.58100000e+00  1.58100000e+00  1.58100000e+00  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508740e-01  7.44180818e-01  0.00000000e+00  1.79999950e+00 
 1.58200000e+00  1.58200000e+00  1.58200000e+00  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508741e-01  7.44180803e-01  0.00000000e+00  1.79999950e+00 
 1.58300000e+00  1.58300000e+00  1.58300000e+00  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508742e-01  7.44180801e-01  0.00000000e+00  1.79999950e+00 
 1.58400000e+00  1.58400000e+00  1.58400000e+00  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508738e-01  7.44180813e-01  0.00000000e+00  1.79999950e+00 
 1.58500000e+00  1.58500000e+00  1.58500000e+00  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508738e-01  7.44180801e-01  0.00000000e+00  1.79999950e+00 
 1.58600000e+00  1.58600000e+00  1.58600000e+00  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508740e-01  7.44180806e-01  0.00000000e+00  1.79999950e+00 
 1.58700000e+00  1.58700000e+00  1.58700000e+00  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508741e-01  7.44180806e-01  0.00000000e+00  1.79999950e+00 
 1.58800000e+00  1.58800000e+00  1.58800000e+00  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508744e-01  7.44180821e-01  0.00000000e+00  1.79999950e+00 
 1.58900000e+00  1.58900000e+00  1.58900000e+00  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508740e-01  7.44180800e-01  0.00000000e+00  1.79999950e+00 
 1.59000000e+00  1.59000000e+00  1.59000000e+00  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508740e-01  7.44180797e-01  0.00000000e+00  1.79999950e+00 
 1.59100000e+00  1.59100000e+00  1.59100000e+00  8.00000000e-01  4.97192514e-01  9.18152875e-01  6.28508742e-01  7.44180795e-01  0.00000000e+00  1.79999950e+00 
 1.59200000e+00  1.59200000e+00  1.59200000e+00  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508739e-01  7.44180802e-01  0.00000000e+00  1.79999950e+00 
 1.59300000e+00  1.59300000e+00  1.59300000e+00  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508741e-01  7.44180799e-01  0.00000000e+00  1.79999950e+00 
 1.59400000e+00  1.59400000e+00  1.59400000e+00  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508743e-01  7.44180792e-01  0.00000000e+00  1.79999950e+00 
 1.59500000e+00  1.59500000e+00  1.59500000e+00  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508741e-01  7.44180803e-01  0.00000000e+00  1.79999950e+00 
 1.59600000e+00  1.59600000e+00  1.59600000e+00  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508737e-01  7.44180825e-01  0.00000000e+00  1.79999950e+00 
 1.59700000e+00  1.59700000e+00  1.59700000e+00  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508742e-01  7.44180817e-01  0.00000000e+00  1.79999950e+00 
 1.59800000e+00  1.59800000e+00  1.59800000e+00  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508745e-01  7.44180799e-01  0.00000000e+00  1.79999950e+00 
 1.59900000e+00  1.59900000e+00  1.59900000e+00  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508740e-01  7.44180814e-01  0.00000000e+00  1.79999950e+00 
 1.60000000e+00  1.60000000e+00  1.60000000e+00  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508742e-01  7.44180803e-01  0.00000000e+00  1.79999950e+00 
 1.60100000e+00  1.60100000e+00  1.60100000e+00  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508744e-01  7.44180801e-01  0.00000000e+00  1.79999950e+00 
 1.60200000e+00  1.60200000e+00  1.60200000e+00  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508736e-01  7.44180813e-01  0.00000000e+00  1.79999950e+00 
 1.60300000e+00  1.60300000e+00  1.60300000e+00  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508739e-01  7.44180803e-01  0.00000000e+00  1.79999950e+00 
 1.60400000e+00  1.60400000e+00  1.60400000e+00  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508741e-01  7.44180796e-01  0.00000000e+00  1.79999950e+00 
 1.60500000e+00  1.60500000e+00  1.60500000e+00  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508744e-01  7.44180803e-01  0.00000000e+00  1.79999950e+00 
 1.60600000e+00  1.60600000e+00  1.60600000e+00  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508739e-01  7.44180802e-01  0.00000000e+00  1.79999950e+00 
 1.60700000e+00  1.60700000e+00  1.60700000e+00  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508743e-01  7.44180797e-01  0.00000000e+00  1.79999950e+00 
 1.60800000e+00  1.60800000e+00  1.60800000e+00  8.00000000e-01  4.97192515e-01  9.18152873e-01  6.28508742e-01  7.44180801e-01  0.00000000e+00  1.79999950e+00 
 1.60900000e+00  1.60900000e+00  1.60900000e+00  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508739e-01  7.44180820e-01  0.00000000e+00  1.79999950e+00 
 1.61000000e+00  1.61000000e+00  1.61000000e+00  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508742e-01  7.44180803e-01  0.00000000e+00  1.79999950e+00 
 1.61100000e+00  1.61100000e+00  1.61100000e+00  8.00000000e-01  4.97192514e-01  9.18152875e-01  6.28508737e-01  7.44180822e-01  0.00000000e+00  1.79999950e+00 
 1.61200000e+00  1.61200000e+00  1.61200000e+00  8.00000000e-01  4.97192514e-01  9.18152872e-01  6.28508741e-01  7.44180801e-01  0.00000000e+00  1.79999950e+00 
 1.61300000e+00  1.61300000e+00  1.61300000e+00  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508741e-01  7.44180820e-01  0.00000000e+00  1.79999950e+00 
 1.61400000e+00  1.61400000e+00  1.61400000e+00  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508741e-01  7.44180819e-01  0.00000000e+00  1.79999950e+00 
 1.61500000e+00  1.61500000e+00  1.61500000e+00  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508738e-01  7.44180797e-01  0.00000000e+00  1.79999950e+00 
 1.61600000e+00  1.61600000e+00  1.61600000e+00  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508742e-01  7.44180798e-01  0.00000000e+00  1.79999950e+00 
 1.61700000e+00  1.61700000e+00  1.61700000e+00  8.00000000e-01  4.97192515e-01  9.18152874e-01  6.28508744e-01  7.44180806e-01  0.00000000e+00  1.79999950e+00 
 1.61800000e+00  1.61800000e+00  1.61800000e+00  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508737e-01  7.44180807e-01  0.00000000e+00  1.79999950e+00 
 1.61900000e+00  1.61900000e+00  1.61900000e+00  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508741e-01  7.44180818e-01  0.00000000e+00  1.79999950e+00 
 1.62000000e+00  1.62000000e+00  1.62000000e+00  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508741e-01  7.44180802e-01  0.00000000e+00  1.79999950e+00 
 1.62100000e+00  1.62100000e+00  1.62100000e+00  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508745e-01  7.44180804e-01  0.00000000e+00  1.79999950e+00 
 1.62200000e+00  1.62200000e+00  1.62200000e+00  8.00000000e-01  4.97192514e-01  9.18152875e-01  6.28508736e-01  7.44180816e-01  0.00000000e+00  1.79999950e+00 
 1.62300000e+00  1.62300000e+00  1.62300000e+00  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508741e-01  7.44180789e-01  0.00000000e+00  1.79999950e+00 
 1.62400000e+00  1.62400000e+00  1.62400000e+00  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508736e-01  7.44180801e-01  0.00000000e+00  1.79999950e+00 
 1.62500000e+00  1.62500000e+00  1.62500000e+00  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508740e-01  7.44180817e-01  0.00000000e+00  1.79999950e+00 
 1.62600000e+00  1.62600000e+00  1.62600000e+00  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508745e-01  7.44180814e-01  0.00000000e+00  1.79999950e+00 
 1.62700000e+00  1.62700000e+00  1.62700000e+00  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508745e-01  7.44180807e-01  0.00000000e+00  1.79999950e+00 
 1.62800000e+00  1.62800000e+00  1.62800000e+00  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508740e-01  7.44180804e-01  0.00000000e+00  1.79999950e+00 
 1.62900000e+00  1.62900000e+00  1.62900000e+00  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508740e-01  7.44180796e-01  0.00000000e+00  1.79999950e+00 
 1.63000000e+00  1.63000000e+00  1.63000000e+00  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508743e-01  7.44180813e-01  0.00000000e+00  1.79999950e+00 
 1.63100000e+00  1.63100000e+00  1.63100000e+00  8.00000000e-01  4.97192514e-01  9.18152875e-01  6.28508735e-01  7.44180813e-01  0.00000000e+00  1.79999950e+00 
 1.63200000e+00  1.63200000e+00  1.63200000e+00  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508738e-01  7.44180813e-01  0.00000000e+00  1.79999950e+00 
 1.63300000e+00  1.63300000e+00  1.63300000e+00  8.00000000e-01  4.97192515e-01  9.18152873e-01  6.28508743e-01  7.44180797e-01  0.00000000e+00  1.79999950e+00 
 1.63400000e+00  1.63400000e+00  1.63400000e+00  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508737e-01  7.44180818e-01  0.00000000e+00  1.79999950e+00 
 1.63500000e+00  1.63500000e+00  1.63500000e+00  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508738e-01  7.44180814e-01  0.00000000e+00  1.79999950e+00 
 1.63600000e+00  1.63600000e+00  1.63600000e+00  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508737e-01  7.44180823e-01  0.00000000e+00  1.79999950e+00 
 1.63700000e+00  1.63700000e+00  1.63700000e+00  8.00000000e-01  4.97192514e-01  9.18152872e-01  6.28508740e-01  7.44180805e-01  0.00000000e+00  1.79999950e+00 
 1.63800000e+00  1.63800000e+00  1.63800000e+00  8.00000000e-01  4.97192514e-01  9.18152872e-01  6.28508740e-01  7.44180807e-01  0.00000000e+00  1.79999950e+00 
 1.63900000e+00  1.63900000e+00  1.63900000e+00  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508738e-01  7.44180820e-01  0.00000000e+00  1.79999950e+00 
 1.64000000e+00  1.64000000e+00  1.64000000e+00  8.00000000e-01  4.97192514e-01  9.18152872e-01  6.28508743e-01  7.44180818e-01  0.00000000e+00  1.79999950e+00 
 1.64100000e+00  1.64100000e+00  1.64100000e+00  8.00000000e-01  4.97192514e-01  9.18152872e-01  6.28508740e-01  7.44180801e-01  0.00000000e+00  1.79999950e+00 
 1.64200000e+00  1.64200000e+00  1.64200000e+00  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508744e-01  7.44180807e-01  0.00000000e+00  1.79999950e+00 
 1.64300000e+00  1.64300000e+00  1.64300000e+00  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508738e-01  7.44180809e-01  0.00000000e+00  1.79999950e+00 
 1.64400000e+00  1.64400000e+00  1.64400000e+00  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508740e-01  7.44180815e-01  0.00000000e+00  1.79999950e+00 
 1.64500000e+00  1.64500000e+00  1.64500000e+00  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508737e-01  7.44180801e-01  0.00000000e+00  1.79999950e+00 
 1.64600000e+00  1.64600000e+00  1.64600000e+00  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508738e-01  7.44180814e-01  0.00000000e+00  1.79999950e+00 
 1.64700000e+00  1.64700000e+00  1.64700000e+00  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508739e-01  7.44180798e-01  0.00000000e+00  1.79999950e+00 
 1.64800000e+00  1.64800000e+00  1.64800000e+00  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508743e-01  7.44180803e-01  0.00000000e+00  1.79999950e+00 
 1.64900000e+00  1.64900000e+00  1.64900000e+00  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508742e-01  7.44180802e-01  0.00000000e+00  1.79999950e+00 
 1.65000000e+00  1.65000000e+00  1.65000000e+00  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508743e-01  7.44180803e-01  0.00000000e+00  1.79999950e+00 
 1.65100000e+00  1.65100000e+00  1.65100000e+00  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508748e-01  7.44180817e-01  0.00000000e+00  1.79999950e+00 
 1.65200000e+00  1.65200000e+00  1.65200000e+00  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508740e-01  7.44180820e-01  0.00000000e+00  1.79999950e+00 
 1.65300000e+00  1.65300000e+00  1.65300000e+00  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508740e-01  7.44180797e-01  0.00000000e+00  1.79999950e+00 
 1.65400000e+00  1.65400000e+00  1.65400000e+00  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508743e-01  7.44180817e-01  0.00000000e+00  1.79999950e+00 
 1.65500000e+00  1.65500000e+00  1.65500000e+00  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508739e-01  7.44180794e-01  0.00000000e+00  1.79999950e+00 
 1.65600000e+00  1.65600000e+00  1.65600000e+00  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508739e-01  7.44180805e-01  0.00000000e+00  1.79999950e+00 
 1.65700000e+00  1.65700000e+00  1.65700000e+00  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508743e-01  7.44180815e-01  0.00000000e+00  1.79999950e+00 
 1.65800000e+00  1.65800000e+00  1.65800000e+00  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508737e-01  7.44180805e-01  0.00000000e+00  1.79999950e+00 
 1.65900000e+00  1.65900000e+00  1.65900000e+00  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508740e-01  7.44180817e-01  0.00000000e+00  1.79999950e+00 
 1.66000000e+00  1.66000000e+00  1.66000000e+00  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508743e-01  7.44180800e-01  0.00000000e+00  1.79999950e+00 
 1.66100000e+00  1.66100000e+00  1.66100000e+00  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508743e-01  7.44180795e-01  0.00000000e+00  1.79999950e+00 
 1.66200000e+00  1.66200000e+00  1.66200000e+00  8.00000000e-01  4.97192514e-01  9.18152872e-01  6.28508740e-01  7.44180805e-01  0.00000000e+00  1.79999950e+00 
 1.66300000e+00  1.66300000e+00  1.66300000e+00  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508739e-01  7.44180805e-01  0.00000000e+00  1.79999950e+00 
 1.66400000e+00  1.66400000e+00  1.66400000e+00  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508739e-01  7.44180795e-01  0.00000000e+00  1.79999950e+00 
 1.66500000e+00  1.66500000e+00  1.66500000e+00  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508740e-01  7.44180793e-01  0.00000000e+00  1.79999950e+00 
 1.66600000e+00  1.66600000e+00  1.66600000e+00  8.00000000e-01  4.97192514e-01  9.18152872e-01  6.28508741e-01  7.44180794e-01  0.00000000e+00  1.79999950e+00 
 1.66700000e+00  1.66700000e+00  1.66700000e+00  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508740e-01  7.44180793e-01  0.00000000e+00  1.79999950e+00 
 1.66800000e+00  1.66800000e+00  1.66800000e+00  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508740e-01  7.44180792e-01  0.00000000e+00  1.79999950e+00 
 1.66900000e+00  1.66900000e+00  1.66900000e+00  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508742e-01  7.44180819e-01  0.00000000e+00  1.79999950e+00 
 1.67000000e+00  1.67000000e+00  1.67000000e+00  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508743e-01  7.44180807e-01  0.00000000e+00  1.79999950e+00 
 1.67100000e+00  1.67100000e+00  1.67100000e+00  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508742e-01  7.44180812e-01  0.00000000e+00  1.79999950e+00 
 1.67200000e+00  1.67200000e+00  1.67200000e+00  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508747e-01  7.44180817e-01  0.00000000e+00  1.79999950e+00 
 1.67300000e+00  1.67300000e+00  1.67300000e+00  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508740e-01  7.44180823e-01  0.00000000e+00  1.79999950e+00 
 1.67400000e+00  1.67400000e+00  1.67400000e+00  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508737e-01  7.44180806e-01  0.00000000e+00  1.79999950e+00 
 1.67500000e+00  1.67500000e+00  1.67500000e+00  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508742e-01  7.44180821e-01  0.00000000e+00  1.79999950e+00 
 1.67600000e+00  1.67600000e+00  1.67600000e+00  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508738e-01  7.44180815e-01  0.00000000e+00  1.79999950e+00 
 1.67700000e+00  1.67700000e+00  1.67700000e+00  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508742e-01  7.44180813e-01  0.00000000e+00  1.79999950e+00 
 1.67800000e+00  1.67800000e+00  1.67800000e+00  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508743e-01  7.44180828e-01  0.00000000e+00  1.79999950e+00 
 1.67900000e+00  1.67900000e+00  1.67900000e+00  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508743e-01  7.44180812e-01  0.00000000e+00  1.79999950e+00 
 1.68000000e+00  1.68000000e+00  1.68000000e+00  8.00000000e-01  4.97192514e-01  9.18152872e-01  6.28508744e-01  7.44180809e-01  0.00000000e+00  1.79999950e+00 
 1.68100000e+00  1.68100000e+00  1.68100000e+00  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508741e-01  7.44180813e-01  0.00000000e+00  1.79999950e+00 
 1.68200000e+00  1.68200000e+00  1.68200000e+00  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508743e-01  7.44180810e-01  0.00000000e+00  1.79999950e+00 
 1.68300000e+00  1.68300000e+00  1.68300000e+00  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508743e-01  7.44180812e-01  0.00000000e+00  1.79999950e+00 
 1.68400000e+00  1.68400000e+00  1.68400000e+00  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508738e-01  7.44180798e-01  0.00000000e+00  1.79999950e+00 
 1.68500000e+00  1.68500000e+00  1.68500000e+00  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508743e-01  7.44180795e-01  0.00000000e+00  1.79999950e+00 
 1.68600000e+00  1.68600000e+00  1.68600000e+00  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508739e-01  7.44180795e-01  0.00000000e+00  1.79999950e+00 
 1.68700000e+00  1.68700000e+00  1.68700000e+00  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508740e-01  7.44180817e-01  0.00000000e+00  1.79999950e+00 
 1.68800000e+00  1.68800000e+00  1.68800000e+00  8.00000000e-01  4.97192515e-01  9.18152874e-01  6.28508739e-01  7.44180798e-01  0.00000000e+00  1.79999950e+00 
 1.68900000e+00  1.68900000e+00  1.68900000e+00  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508741e-01  7.44180817e-01  0.00000000e+00  1.79999950e+00 
 1.69000000e+00  1.69000000e+00  1.69000000e+00  8.00000000e-01  4.97192514e-01  9.18152874e-01  6.28508742e-01  7.44180790e-01  0.00000000e+00  1.79999950e+00 
 1.69100000e+00  1.69100000e+00  1.69100000e+00  8.00000000e-01  4.97192514e-01  9.18152873e-01  6.28508736e-01  7.44180807e-01  0.00000000e+00  1.79999950e+00 
