v-sweep,v-sweep_1,v1,v2,vbn,vbp,vcn,vcp,vmeas#branch,vout
0.755,0.755,0.755,0.8,0.497192514,0.918152872,0.628508739,0.744180821,0,0.01377321
0.756,0.756,0.756,0.8,0.497192514,0.918152875,0.628508739,0.74418081,0,0.014110672
0.757,0.757,0.757,0.8,0.497192514,0.918152873,0.628508741,0.744180817,0,0.014460254
0.758,0.758,0.758,0.8,0.497192514,0.918152873,0.628508737,0.744180821,0,0.014822547
0.759,0.759,0.759,0.8,0.497192514,0.918152874,0.628508737,0.74418081,0,0.015198186
0.76,0.76,0.76,0.8,0.497192514,0.918152872,0.628508743,0.744180821,0,0.015587873
0.761,0.761,0.761,0.8,0.497192514,0.918152875,0.62850874,0.744180813,0,0.015992323
0.762,0.762,0.762,0.8,0.497192514,0.918152873,0.628508743,0.744180813,0,0.016412356
0.763,0.763,0.763,0.8,0.497192514,0.918152872,0.62850874,0.744180814,0,0.016848825
0.764,0.764,0.764,0.8,0.497192514,0.918152873,0.628508743,0.74418082,0,0.017302682
0.765,0.765,0.765,0.8,0.497192514,0.918152873,0.628508744,0.744180802,0,0.017774942
0.766,0.766,0.766,0.8,0.497192514,0.918152873,0.628508738,0.744180804,0,0.018266726
0.767,0.767,0.767,0.8,0.497192514,0.918152873,0.628508738,0.744180803,0,0.018779253
0.768,0.768,0.768,0.8,0.497192514,0.918152874,0.628508742,0.744180819,0,0.019313862
0.769,0.769,0.769,0.8,0.497192514,0.918152873,0.62850874,0.744180812,0,0.01987204
0.77,0.77,0.77,0.8,0.497192514,0.918152874,0.628508741,0.744180808,0,0.020455413
0.771,0.771,0.771,0.8,0.497192514,0.918152873,0.628508742,0.744180809,0,0.021065809
0.772,0.772,0.772,0.8,0.497192514,0.918152874,0.628508742,0.744180788,0,0.021705237
0.773,0.773,0.773,0.8,0.497192514,0.918152873,0.628508739,0.744180817,0,0.02237596
0.774,0.774,0.774,0.8,0.497192514,0.918152873,0.628508741,0.744180806,0,0.023080522
0.775,0.775,0.775,0.8,0.497192514,0.918152873,0.628508739,0.744180817,0,0.023821796
0.776,0.776,0.776,0.8,0.497192515,0.918152873,0.62850874,0.744180815,0,0.024603054
0.777,0.777,0.777,0.8,0.497192514,0.918152874,0.628508742,0.744180822,0,0.025428015
0.778,0.778,0.778,0.8,0.497192514,0.918152873,0.628508738,0.744180798,0,0.026300982
0.779,0.779,0.779,0.8,0.497192514,0.918152873,0.62850874,0.744180794,0,0.027226918
0.78,0.78,0.78,0.8,0.497192514,0.918152874,0.62850874,0.744180804,0,0.028211619
0.781,0.781,0.781,0.8,0.497192514,0.918152873,0.628508738,0.744180821,0,0.029261893
0.782,0.782,0.782,0.8,0.497192514,0.918152874,0.628508739,0.744180819,0,0.030385834
0.783,0.783,0.783,0.8,0.497192514,0.918152873,0.628508742,0.744180811,0,0.03159316
0.784,0.784,0.784,0.8,0.497192514,0.918152873,0.628508741,0.744180804,0,0.032895599
0.785,0.785,0.785,0.8,0.497192514,0.918152874,0.628508743,0.744180808,0,0.034307573
0.786,0.786,0.786,0.8,0.497192514,0.918152874,0.628508736,0.744180806,0,0.035847056
0.787,0.787,0.787,0.8,0.497192514,0.918152874,0.628508736,0.744180813,0,0.037536688
0.788,0.788,0.788,0.8,0.497192514,0.918152874,0.628508743,0.744180817,0,0.039405598
0.789,0.789,0.789,0.8,0.497192514,0.918152874,0.628508741,0.744180802,0,0.041491966
0.79,0.79,0.79,0.8,0.497192514,0.918152873,0.628508741,0.744180809,0,0.043846977
0.791,0.791,0.791,0.8,0.497192514,0.918152874,0.628508741,0.744180798,0,0.046541032
0.792,0.792,0.792,0.8,0.497192514,0.918152873,0.628508742,0.744180812,0,0.049673932
0.793,0.793,0.793,0.8,0.497192514,0.918152875,0.62850874,0.74418083,0,0.05339207
0.794,0.794,0.794,0.8,0.497192514,0.918152874,0.628508739,0.744180801,0,0.057918987
0.795,0.795,0.795,0.8,0.497192514,0.918152873,0.628508742,0.7441808,0,0.063612443
0.796,0.796,0.796,0.8,0.497192514,0.918152874,0.628508737,0.744180814,0,0.071077249
0.797,0.797,0.797,0.8,0.497192514,0.918152873,0.628508743,0.744180797,0,0.081537477
0.798,0.798,0.798,0.8,0.497192514,0.918152874,0.62850874,0.744180809,0,0.097142793
0.799,0.799,0.799,0.8,0.497192514,0.918152874,0.62850874,0.744180811,0,0.124231665
0.8,0.8,0.8,0.8,0.497192515,0.918152873,0.62850874,0.744180796,0,0.476786331
0.801,0.801,0.801,0.8,0.497192514,0.918152873,0.628508739,0.74418079,0,1.61309363
0.802,0.802,0.802,0.8,0.497192515,0.918152872,0.628508742,0.744180798,0,1.654158
0.803,0.803,0.803,0.8,0.497192514,0.918152873,0.628508742,0.744180813,0,1.67839329
0.804,0.804,0.804,0.8,0.497192514,0.918152872,0.628508738,0.744180807,0,1.69536207
0.805,0.805,0.805,0.8,0.497192514,0.918152875,0.628508735,0.744180792,0,1.7067429
0.806,0.806,0.806,0.8,0.497192514,0.918152874,0.628508738,0.744180801,0,1.71505269
0.807,0.807,0.807,0.8,0.497192514,0.918152874,0.628508742,0.744180822,0,1.72159535
0.808,0.808,0.808,0.8,0.497192514,0.918152875,0.62850874,0.744180828,0,1.72689359
0.809,0.809,0.809,0.8,0.497192514,0.918152872,0.628508744,0.74418082,0,1.7312847
0.81,0.81,0.81,0.8,0.497192514,0.918152874,0.628508741,0.74418082,0,1.73500999
0.811,0.811,0.811,0.8,0.497192514,0.918152873,0.628508745,0.744180811,0,1.73823376
0.812,0.812,0.812,0.8,0.497192515,0.918152873,0.628508738,0.744180804,0,1.74106901
0.813,0.813,0.813,0.8,0.497192514,0.918152875,0.628508739,0.744180799,0,1.74359629
0.814,0.814,0.814,0.8,0.497192514,0.918152873,0.628508743,0.744180806,0,1.74587453
0.815,0.815,0.815,0.8,0.497192514,0.918152873,0.628508738,0.744180801,0,1.74794775
0.816,0.816,0.816,0.8,0.497192514,0.918152873,0.628508739,0.7441808,0,1.74984962
0.817,0.817,0.817,0.8,0.497192514,0.918152874,0.628508739,0.744180815,0,1.75160633
0.818,0.818,0.818,0.8,0.497192514,0.918152873,0.628508741,0.74418082,0,1.75323858
0.819,0.819,0.819,0.8,0.497192514,0.918152873,0.628508743,0.744180799,0,1.75476298
0.82,0.82,0.82,0.8,0.497192515,0.918152873,0.628508738,0.744180807,0,1.756193
0.821,0.821,0.821,0.8,0.497192514,0.918152874,0.628508738,0.744180817,0,1.75753976
0.822,0.822,0.822,0.8,0.497192514,0.918152873,0.628508742,0.744180803,0,1.75881249
0.823,0.823,0.823,0.8,0.497192514,0.918152874,0.628508743,0.744180824,0,1.76001892
0.824,0.824,0.824,0.8,0.497192514,0.918152873,0.628508742,0.744180813,0,1.76116561
0.825,0.825,0.825,0.8,0.497192514,0.918152873,0.628508743,0.744180808,0,1.76225815
0.826,0.826,0.826,0.8,0.497192514,0.918152874,0.628508739,0.744180795,0,1.76330136
0.827,0.827,0.827,0.8,0.497192514,0.918152873,0.628508742,0.744180803,0,1.7642994
0.828,0.828,0.828,0.8,0.497192514,0.918152873,0.628508734,0.744180797,0,1.7652559
0.829,0.829,0.829,0.8,0.497192514,0.918152873,0.628508739,0.744180802,0,1.76617402
0.83,0.83,0.83,0.8,0.497192514,0.918152874,0.628508742,0.7441808,0,1.76705658
0.831,0.831,0.831,0.8,0.497192514,0.918152873,0.628508741,0.744180817,0,1.76790603
0.832,0.832,0.832,0.8,0.497192514,0.918152873,0.62850874,0.744180806,0,1.76872461
0.833,0.833,0.833,0.8,0.497192514,0.918152873,0.628508738,0.744180827,0,1.76951428
0.834,0.834,0.834,0.8,0.497192514,0.918152873,0.628508741,0.744180816,0,1.77027678
0.835,0.835,0.835,0.8,0.497192514,0.918152874,0.628508742,0.744180811,0,1.77101373
0.836,0.836,0.836,0.8,0.497192514,0.918152874,0.628508741,0.744180801,0,1.77172656
0.837,0.837,0.837,0.8,0.497192514,0.918152874,0.62850874,0.744180817,0,1.77241657
0.838,0.838,0.838,0.8,0.497192514,0.918152875,0.628508741,0.744180801,0,1.77308496
0.839,0.839,0.839,0.8,0.497192514,0.918152873,0.628508746,0.74418081,0,1.7737328
0.84,0.84,0.84,0.8,0.497192514,0.918152874,0.628508739,0.744180804,0,1.77436111
0.841,0.841,0.841,0.8,0.497192514,0.918152873,0.628508741,0.744180807,0,1.77497078
0.842,0.842,0.842,0.8,0.497192515,0.918152873,0.628508743,0.74418082,0,1.77556265
0.843,0.843,0.843,0.8,0.497192514,0.918152874,0.62850874,0.744180831,0,1.77613752
0.844,0.844,0.844,0.8,0.497192514,0.918152873,0.628508742,0.74418082,0,1.77669608
0.845,0.845,0.845,0.8,0.497192514,0.918152873,0.628508738,0.744180821,0,1.77723903
0.846,0.846,0.846,0.8,0.497192514,0.918152874,0.628508738,0.7441808,0,1.77776697
0.847,0.847,0.847,0.8,0.497192514,0.918152874,0.628508742,0.74418082,0,1.7782805
0.848,0.848,0.848,0.8,0.497192514,0.918152874,0.62850874,0.744180818,0,1.77878014
0.849,0.849,0.849,0.8,0.497192514,0.918152873,0.628508741,0.744180811,0,1.77926642
0.85,0.85,0.85,0.8,0.497192514,0.918152873,0.62850874,0.744180822,0,1.7797398
0.851,0.851,0.851,0.8,0.497192514,0.918152875,0.628508741,0.744180822,0,1.78020075
0.852,0.852,0.852,0.8,0.497192514,0.918152874,0.628508742,0.744180802,0,1.78064967
0.853,0.853,0.853,0.8,0.497192514,0.918152874,0.62850874,0.744180821,0,1.78108696
0.854,0.854,0.854,0.8,0.497192514,0.918152873,0.628508744,0.744180799,0,1.78151303
0.855,0.855,0.855,0.8,0.497192514,0.918152874,0.628508733,0.744180789,0,1.78192821
0.856,0.856,0.856,0.8,0.497192514,0.918152873,0.628508742,0.744180796,0,1.78233285
0.857,0.857,0.857,0.8,0.497192514,0.918152873,0.628508732,0.744180804,0,1.78272727
0.858,0.858,0.858,0.8,0.497192514,0.918152873,0.628508744,0.744180811,0,1.78311178
0.859,0.859,0.859,0.8,0.497192514,0.918152873,0.628508742,0.744180833,0,1.78348666
0.86,0.86,0.86,0.8,0.497192514,0.918152874,0.628508742,0.744180811,0,1.78385222
0.861,0.861,0.861,0.8,0.497192515,0.918152874,0.628508739,0.744180814,0,1.7842087
0.862,0.862,0.862,0.8,0.497192514,0.918152873,0.628508738,0.744180813,0,1.78455637
0.863,0.863,0.863,0.8,0.497192514,0.918152873,0.628508739,0.744180808,0,1.78489547
0.864,0.864,0.864,0.8,0.497192514,0.918152873,0.628508741,0.74418081,0,1.78522624
0.865,0.865,0.865,0.8,0.497192514,0.918152873,0.628508743,0.744180808,0,1.7855489
0.866,0.866,0.866,0.8,0.497192514,0.918152874,0.628508743,0.744180817,0,1.78586369
0.867,0.867,0.867,0.8,0.497192514,0.918152873,0.628508739,0.744180823,0,1.78617079
0.868,0.868,0.868,0.8,0.497192514,0.918152874,0.62850874,0.744180804,0,1.78647042
0.869,0.869,0.869,0.8,0.497192514,0.918152873,0.628508743,0.744180803,0,1.78676277
0.87,0.87,0.87,0.8,0.497192514,0.918152874,0.628508741,0.7441808,0,1.78704802
0.871,0.871,0.871,0.8,0.497192514,0.918152873,0.628508745,0.74418081,0,1.78732637
0.872,0.872,0.872,0.8,0.497192514,0.918152874,0.628508736,0.744180809,0,1.787598
0.873,0.873,0.873,0.8,0.497192514,0.918152873,0.628508742,0.744180796,0,1.78786305
0.874,0.874,0.874,0.8,0.497192514,0.918152874,0.628508737,0.744180802,0,1.78812171
0.875,0.875,0.875,0.8,0.497192514,0.918152873,0.628508739,0.744180798,0,1.78837413
0.876,0.876,0.876,0.8,0.497192514,0.918152874,0.628508744,0.744180802,0,1.78862047
0.877,0.877,0.877,0.8,0.497192514,0.918152873,0.628508745,0.744180814,0,1.78886088
0.878,0.878,0.878,0.8,0.497192514,0.918152873,0.628508742,0.744180804,0,1.7890955
0.879,0.879,0.879,0.8,0.497192514,0.918152872,0.628508743,0.744180814,0,1.78932448
0.88,0.88,0.88,0.8,0.497192514,0.918152874,0.628508739,0.744180807,0,1.78954796
0.881,0.881,0.881,0.8,0.497192514,0.918152873,0.628508742,0.744180805,0,1.78976606
0.882,0.882,0.882,0.8,0.497192514,0.918152872,0.628508742,0.744180803,0,1.78997892
0.883,0.883,0.883,0.8,0.497192514,0.918152874,0.628508742,0.744180817,0,1.79018667
0.884,0.884,0.884,0.8,0.497192514,0.918152874,0.628508742,0.744180813,0,1.79038943
0.885,0.885,0.885,0.8,0.497192514,0.918152874,0.628508741,0.744180799,0,1.79058731
0.886,0.886,0.886,0.8,0.497192514,0.918152873,0.628508741,0.744180813,0,1.79078045
0.887,0.887,0.887,0.8,0.497192514,0.918152873,0.628508742,0.744180793,0,1.79096895
0.888,0.888,0.888,0.8,0.497192514,0.918152873,0.628508743,0.744180805,0,1.79115292
0.889,0.889,0.889,0.8,0.497192514,0.918152873,0.62850874,0.744180808,0,1.79133247
0.89,0.89,0.89,0.8,0.497192514,0.918152873,0.628508746,0.744180783,0,1.79150772
0.891,0.891,0.891,0.8,0.497192514,0.918152873,0.628508741,0.744180803,0,1.79167875
0.892,0.892,0.892,0.8,0.497192514,0.918152873,0.628508739,0.744180802,0,1.79184568
0.893,0.893,0.893,0.8,0.497192514,0.918152874,0.628508739,0.744180809,0,1.7920086
0.894,0.894,0.894,0.8,0.497192514,0.918152874,0.628508744,0.744180801,0,1.7921676
0.895,0.895,0.895,0.8,0.497192514,0.918152874,0.628508739,0.744180795,0,1.79232279
0.896,0.896,0.896,0.8,0.497192514,0.918152874,0.62850874,0.744180803,0,1.79247425
0.897,0.897,0.897,0.8,0.497192514,0.918152873,0.628508742,0.744180817,0,1.79262207
0.898,0.898,0.898,0.8,0.497192514,0.918152874,0.62850874,0.744180811,0,1.79276635
0.899,0.899,0.899,0.8,0.497192514,0.918152873,0.628508738,0.744180815,0,1.79290716
0.9,0.9,0.9,0.8,0.497192514,0.918152873,0.628508742,0.744180813,0,1.79304458
0.901,0.901,0.901,0.8,0.497192514,0.918152873,0.62850874,0.744180814,0,1.79317871
0.902,0.902,0.902,0.8,0.497192514,0.918152873,0.62850874,0.744180811,0,1.79330961
0.903,0.903,0.903,0.8,0.497192514,0.918152875,0.628508735,0.744180806,0,1.79343738
0.904,0.904,0.904,0.8,0.497192514,0.918152872,0.628508744,0.74418081,0,1.79356208
0.905,0.905,0.905,0.8,0.497192514,0.918152873,0.628508741,0.744180799,0,1.79368378
0.906,0.906,0.906,0.8,0.497192514,0.918152873,0.62850874,0.744180822,0,1.79380256
0.907,0.907,0.907,0.8,0.497192514,0.918152874,0.628508742,0.744180803,0,1.7939185
0.908,0.908,0.908,0.8,0.497192514,0.918152873,0.628508741,0.744180811,0,1.79403165
0.909,0.909,0.909,0.8,0.497192514,0.918152874,0.628508739,0.74418081,0,1.7941421
0.91,0.91,0.91,0.8,0.497192514,0.918152874,0.628508739,0.744180812,0,1.79424989
0.911,0.911,0.911,0.8,0.497192514,0.918152873,0.628508746,0.744180795,0,1.79435511
0.912,0.912,0.912,0.8,0.497192514,0.918152874,0.628508736,0.744180812,0,1.79445781
0.913,0.913,0.913,0.8,0.497192514,0.918152873,0.628508741,0.744180817,0,1.79455805
0.914,0.914,0.914,0.8,0.497192514,0.918152874,0.62850874,0.744180799,0,1.79465589
0.915,0.915,0.915,0.8,0.497192514,0.918152874,0.628508744,0.744180811,0,1.7947514
0.916,0.916,0.916,0.8,0.497192514,0.918152872,0.628508739,0.744180817,0,1.79484462
0.917,0.917,0.917,0.8,0.497192514,0.918152875,0.628508738,0.744180809,0,1.79493563
0.918,0.918,0.918,0.8,0.497192514,0.918152874,0.628508738,0.74418082,0,1.79502446
0.919,0.919,0.919,0.8,0.497192514,0.918152873,0.628508741,0.7441808,0,1.79511118
0.92,0.92,0.92,0.8,0.497192514,0.918152874,0.628508742,0.744180792,0,1.79519584
0.921,0.921,0.921,0.8,0.497192514,0.918152873,0.628508742,0.744180819,0,1.79527848
0.922,0.922,0.922,0.8,0.497192514,0.918152875,0.628508739,0.74418081,0,1.79535917
0.923,0.923,0.923,0.8,0.497192514,0.918152873,0.62850874,0.744180827,0,1.79543793
0.924,0.924,0.924,0.8,0.497192514,0.918152873,0.628508744,0.744180812,0,1.79551484
0.925,0.925,0.925,0.8,0.497192514,0.918152874,0.628508733,0.744180798,0,1.79558993
0.926,0.926,0.926,0.8,0.497192514,0.918152873,0.628508743,0.744180805,0,1.79566324
0.927,0.927,0.927,0.8,0.497192514,0.918152873,0.62850874,0.744180802,0,1.79573482
0.928,0.928,0.928,0.8,0.497192514,0.918152873,0.628508738,0.744180802,0,1.79580472
0.929,0.929,0.929,0.8,0.497192514,0.918152874,0.628508742,0.744180806,0,1.79587298
0.93,0.93,0.93,0.8,0.497192514,0.918152873,0.628508738,0.744180804,0,1.79593964
0.931,0.931,0.931,0.8,0.497192514,0.918152874,0.628508737,0.744180797,0,1.79600473
0.932,0.932,0.932,0.8,0.497192514,0.918152874,0.628508743,0.744180801,0,1.79606831
0.933,0.933,0.933,0.8,0.497192515,0.918152873,0.628508737,0.744180804,0,1.7961304
0.934,0.934,0.934,0.8,0.497192514,0.918152873,0.628508736,0.744180803,0,1.79619104
0.935,0.935,0.935,0.8,0.497192514,0.918152872,0.628508739,0.744180811,0,1.79625027
0.936,0.936,0.936,0.8,0.497192514,0.918152874,0.628508743,0.744180799,0,1.79630814
0.937,0.937,0.937,0.8,0.497192514,0.918152874,0.62850874,0.744180786,0,1.79636466
0.938,0.938,0.938,0.8,0.497192514,0.918152874,0.628508739,0.744180798,0,1.79641988
0.939,0.939,0.939,0.8,0.497192514,0.918152873,0.628508743,0.744180808,0,1.79647384
0.94,0.94,0.94,0.8,0.497192514,0.918152873,0.62850874,0.744180799,0,1.79652655
0.941,0.941,0.941,0.8,0.497192514,0.918152873,0.628508739,0.744180784,0,1.79657806
0.942,0.942,0.942,0.8,0.497192514,0.918152874,0.62850874,0.74418081,0,1.79662839
0.943,0.943,0.943,0.8,0.497192514,0.918152874,0.628508744,0.744180796,0,1.79667758
0.944,0.944,0.944,0.8,0.497192514,0.918152874,0.628508739,0.744180804,0,1.79672565
0.945,0.945,0.945,0.8,0.497192514,0.918152873,0.628508734,0.744180819,0,1.79677263
0.946,0.946,0.946,0.8,0.497192514,0.918152874,0.628508738,0.744180803,0,1.79681855
0.947,0.947,0.947,0.8,0.497192514,0.918152873,0.62850874,0.744180807,0,1.79686345
0.948,0.948,0.948,0.8,0.497192514,0.918152874,0.628508741,0.744180808,0,1.79690733
0.949,0.949,0.949,0.8,0.497192514,0.918152873,0.628508736,0.744180795,0,1.79695024
0.95,0.95,0.95,0.8,0.497192514,0.918152874,0.628508739,0.744180803,0,1.7969922
0.951,0.951,0.951,0.8,0.497192514,0.918152873,0.628508745,0.744180815,0,1.79703322
0.952,0.952,0.952,0.8,0.497192514,0.918152873,0.628508738,0.744180801,0,1.79707335
0.953,0.953,0.953,0.8,0.497192514,0.918152874,0.628508738,0.744180811,0,1.79711259
0.954,0.954,0.954,0.8,0.497192514,0.918152874,0.628508742,0.744180808,0,1.79715097
0.955,0.955,0.955,0.8,0.497192514,0.918152874,0.628508741,0.7441808,0,1.79718851
0.956,0.956,0.956,0.8,0.497192514,0.918152873,0.628508736,0.744180796,0,1.79722524
0.957,0.957,0.957,0.8,0.497192514,0.918152873,0.628508741,0.744180801,0,1.79726118
0.958,0.958,0.958,0.8,0.497192514,0.918152874,0.62850874,0.744180794,0,1.79729635
0.959,0.959,0.959,0.8,0.497192514,0.918152873,0.628508736,0.744180809,0,1.79733076
0.96,0.96,0.96,0.8,0.497192514,0.918152874,0.628508739,0.744180814,0,1.79736445
0.961,0.961,0.961,0.8,0.497192514,0.918152873,0.628508743,0.744180804,0,1.79739742
0.962,0.962,0.962,0.8,0.497192514,0.918152873,0.628508736,0.744180803,0,1.79742969
0.963,0.963,0.963,0.8,0.497192514,0.918152873,0.62850874,0.744180806,0,1.79746129
0.964,0.964,0.964,0.8,0.497192514,0.918152874,0.628508742,0.744180817,0,1.79749222
0.965,0.965,0.965,0.8,0.497192514,0.918152873,0.628508746,0.744180802,0,1.79752252
0.966,0.966,0.966,0.8,0.497192514,0.918152874,0.628508735,0.744180794,0,1.7975522
0.967,0.967,0.967,0.8,0.497192514,0.918152873,0.628508739,0.744180818,0,1.79758126
0.968,0.968,0.968,0.8,0.497192514,0.918152874,0.628508739,0.744180815,0,1.79760974
0.969,0.969,0.969,0.8,0.497192514,0.918152873,0.628508744,0.744180816,0,1.79763763
0.97,0.97,0.97,0.8,0.497192514,0.918152873,0.628508736,0.744180815,0,1.79766497
0.971,0.971,0.971,0.8,0.497192514,0.918152873,0.628508736,0.744180811,0,1.79769176
0.972,0.972,0.972,0.8,0.497192514,0.918152873,0.628508742,0.744180809,0,1.79771802
0.973,0.973,0.973,0.8,0.497192514,0.918152873,0.628508738,0.74418079,0,1.79774375
0.974,0.974,0.974,0.8,0.497192514,0.918152875,0.628508737,0.744180801,0,1.79776899
0.975,0.975,0.975,0.8,0.497192514,0.918152873,0.628508741,0.744180807,0,1.79779373
0.976,0.976,0.976,0.8,0.497192514,0.918152874,0.62850874,0.744180796,0,1.797818
0.977,0.977,0.977,0.8,0.497192514,0.918152874,0.628508738,0.744180814,0,1.7978418
0.978,0.978,0.978,0.8,0.497192514,0.918152873,0.62850874,0.744180824,0,1.79786515
0.979,0.979,0.979,0.8,0.497192514,0.918152873,0.628508743,0.744180829,0,1.79788806
0.98,0.98,0.98,0.8,0.497192514,0.918152875,0.628508737,0.744180818,0,1.79791054
0.981,0.981,0.981,0.8,0.497192514,0.918152873,0.628508739,0.744180805,0,1.79793259
0.982,0.982,0.982,0.8,0.497192514,0.918152873,0.628508744,0.74418081,0,1.79795424
0.983,0.983,0.983,0.8,0.497192514,0.918152874,0.628508739,0.744180828,0,1.7979755
0.984,0.984,0.984,0.8,0.497192514,0.918152874,0.62850874,0.744180803,0,1.79799637
0.985,0.985,0.985,0.8,0.497192514,0.918152873,0.628508739,0.744180812,0,1.79801686
0.986,0.986,0.986,0.8,0.497192514,0.918152873,0.628508742,0.74418081,0,1.79803699
0.987,0.987,0.987,0.8,0.497192514,0.918152873,0.62850874,0.744180821,0,1.79805676
0.988,0.988,0.988,0.8,0.497192514,0.918152873,0.628508742,0.74418079,0,1.79807618
0.989,0.989,0.989,0.8,0.497192514,0.918152874,0.628508741,0.744180798,0,1.79809528
0.99,0.99,0.99,0.8,0.497192514,0.918152873,0.628508743,0.744180793,0,1.79811404
0.991,0.991,0.991,0.8,0.497192514,0.918152873,0.628508741,0.744180804,0,1.79813248
0.992,0.992,0.992,0.8,0.497192514,0.918152874,0.628508741,0.744180817,0,1.79815061
0.993,0.993,0.993,0.8,0.497192514,0.918152874,0.628508742,0.744180799,0,1.79816844
0.994,0.994,0.994,0.8,0.497192514,0.918152873,0.628508745,0.744180787,0,1.79818596
0.995,0.995,0.995,0.8,0.497192514,0.918152874,0.628508743,0.744180817,0,1.79820321
0.996,0.996,0.996,0.8,0.497192514,0.918152873,0.62850874,0.744180821,0,1.79822017
0.997,0.997,0.997,0.8,0.497192514,0.918152873,0.628508745,0.744180819,0,1.79823687
0.998,0.998,0.998,0.8,0.497192514,0.918152874,0.628508737,0.744180793,0,1.79825329
0.999,0.999,0.999,0.8,0.497192514,0.918152874,0.628508739,0.744180813,0,1.79826946
1,1,1,0.8,0.497192514,0.918152873,0.628508736,0.744180799,0,1.79828537
1.001,1.001,1.001,0.8,0.497192514,0.918152874,0.628508736,0.744180816,0,1.79830105
1.002,1.002,1.002,0.8,0.497192514,0.918152873,0.628508741,0.744180819,0,1.79831648
1.003,1.003,1.003,0.8,0.497192514,0.918152875,0.628508741,0.744180812,0,1.79833169
1.004,1.004,1.004,0.8,0.497192514,0.918152873,0.628508741,0.7441808,0,1.79834666
1.005,1.005,1.005,0.8,0.497192514,0.918152873,0.628508739,0.744180812,0,1.79836142
1.006,1.006,1.006,0.8,0.497192514,0.918152873,0.62850874,0.744180811,0,1.79837596
1.007,1.007,1.007,0.8,0.497192514,0.918152873,0.62850874,0.744180804,0,1.7983903
1.008,1.008,1.008,0.8,0.497192514,0.918152874,0.62850874,0.744180798,0,1.79840443
1.009,1.009,1.009,0.8,0.497192514,0.918152873,0.628508741,0.744180814,0,1.79841836
1.01,1.01,1.01,0.8,0.497192514,0.918152873,0.62850874,0.744180802,0,1.7984321
1.011,1.011,1.011,0.8,0.497192514,0.918152873,0.62850874,0.744180811,0,1.79844565
1.012,1.012,1.012,0.8,0.497192514,0.918152873,0.628508741,0.744180803,0,1.79845902
1.013,1.013,1.013,0.8,0.497192514,0.918152873,0.628508737,0.744180813,0,1.79847222
1.014,1.014,1.014,0.8,0.497192514,0.918152873,0.62850874,0.744180813,0,1.79848523
1.015,1.015,1.015,0.8,0.497192514,0.918152873,0.628508736,0.744180789,0,1.79849809
1.016,1.016,1.016,0.8,0.497192514,0.918152874,0.628508739,0.74418081,0,1.79851077
1.017,1.017,1.017,0.8,0.497192514,0.918152872,0.628508737,0.744180801,0,1.7985233
1.018,1.018,1.018,0.8,0.497192514,0.918152873,0.628508741,0.744180799,0,1.79853567
1.019,1.019,1.019,0.8,0.497192514,0.918152873,0.628508738,0.744180803,0,1.79854788
1.02,1.02,1.02,0.8,0.497192514,0.918152874,0.628508736,0.744180818,0,1.79855995
1.021,1.021,1.021,0.8,0.497192514,0.918152873,0.628508739,0.744180817,0,1.79857188
1.022,1.022,1.022,0.8,0.497192514,0.918152875,0.628508741,0.744180801,0,1.79858367
1.023,1.023,1.023,0.8,0.497192514,0.918152873,0.62850874,0.744180804,0,1.79859532
1.024,1.024,1.024,0.8,0.497192514,0.918152874,0.628508739,0.744180817,0,1.79860683
1.025,1.025,1.025,0.8,0.497192514,0.918152873,0.628508741,0.74418083,0,1.79861821
1.026,1.026,1.026,0.8,0.497192514,0.918152875,0.628508739,0.744180818,0,1.79862947
1.027,1.027,1.027,0.8,0.497192514,0.918152873,0.628508741,0.744180814,0,1.79864061
1.028,1.028,1.028,0.8,0.497192514,0.918152872,0.62850874,0.744180807,0,1.79865162
1.029,1.029,1.029,0.8,0.497192514,0.918152874,0.628508745,0.744180806,0,1.79866252
1.03,1.03,1.03,0.8,0.497192514,0.918152874,0.628508738,0.744180816,0,1.7986733
1.031,1.031,1.031,0.8,0.497192514,0.918152873,0.628508741,0.744180819,0,1.79868397
1.032,1.032,1.032,0.8,0.497192514,0.918152874,0.628508739,0.744180811,0,1.79869453
1.033,1.033,1.033,0.8,0.497192514,0.918152873,0.628508744,0.744180806,0,1.79870499
1.034,1.034,1.034,0.8,0.497192514,0.918152873,0.628508738,0.744180813,0,1.79871534
1.035,1.035,1.035,0.8,0.497192514,0.918152873,0.628508743,0.744180801,0,1.7987256
1.036,1.036,1.036,0.8,0.497192514,0.918152874,0.628508739,0.744180811,0,1.79873575
1.037,1.037,1.037,0.8,0.497192514,0.918152874,0.628508742,0.744180803,0,1.79874581
1.038,1.038,1.038,0.8,0.497192514,0.918152874,0.628508737,0.744180809,0,1.79875577
1.039,1.039,1.039,0.8,0.497192514,0.918152873,0.628508738,0.744180812,0,1.79876564
1.04,1.04,1.04,0.8,0.497192514,0.918152873,0.628508739,0.744180809,0,1.79877543
1.041,1.041,1.041,0.8,0.497192515,0.918152873,0.62850874,0.744180817,0,1.79878513
1.042,1.042,1.042,0.8,0.497192514,0.918152874,0.62850874,0.744180816,0,1.79879474
1.043,1.043,1.043,0.8,0.497192514,0.918152873,0.628508743,0.744180812,0,1.79880427
1.044,1.044,1.044,0.8,0.497192514,0.918152873,0.628508741,0.744180812,0,1.79881372
